,sentence,jobTitle,company,estimatedDatePosted,label
0,"Kaufleute für Marketingkommunikation sind bei Agenturen, Beratungsunternehmen und Dienstleistern sowie in Marketing- und Kommunikationsabteilungen von Unternehmen, Non-Profit-Organisationen und öffentlichen Institutionen tätig.",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,company
1,"Sie arbeiten insbesondere in den Bereichen klassische Werbung, Dialogmarketing, Public Relations, Promotion, Event, Sponsoring, Multimedia, Messe und Design.",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,tasks
2,"Sie
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,other
3,"beraten Kunden in Fragen der Marketingkommunikation
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,tasks
4,"beobachten und analysieren Märkte und bestimmen Zielgruppen
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,tasks
5,"entwickeln integrierte Kommunikationskonzepte für Kampagnen und Einzelmaßnahmen
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,tasks
6,"koordinieren den Kommunikationsmix und bewerten dessen Wirksamkeit
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,tasks
7,"steuern die kreative Umsetzung
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,tasks
8,"organisieren und kontrollieren Herstellungsprozesse von Kommunikationsmitteln
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,tasks
9,"planen und kontrollieren den Einsatz von Medien und Maßnahmen
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,tasks
10,"sichern die Qualität der arbeitsteilig erbrachten Leistungen
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,tasks
11,"entwickeln vertragliche Grundlagen für die Zusammenarbeit und für den Erwerb von Rechten und Lizenzen
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,tasks
12,"planen, kalkulieren und kontrollieren Projektbudgets und wenden betriebliche Controllinginstrumente an
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,tasks
13,HE-S ist anerkannter IHK-Ausbildungsbetrieb.,Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,company
14,Die Ausbildungsdauer beträgt nach der Ausbildungsordnung drei Jahre.,Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,company
15,"Hier erkennst du dich wieder:
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,other
16,"Fähigkeiten:
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
17,"sicherer Umgang mit Microsoft Office, Microsoft Windows
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
18,"Sicherer Umgang mit dem Computer
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
19,"du kannst andere von deinen Ideen und Vorstellungen gut überzeugen
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
20,"Gespräche mit fremden Menschen sind für dich nicht abschreckend, sondern spaßig
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
21,"du kennst dich mit allen Medien gut aus und weißt, wie du die breite Masse ansprichst
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
22,"Schulabschluss mittlere Reife, (Fach-) Abitur
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
23,"Charakter:
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
24,"teamfähig
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
25,"pünktlich
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
26,"überzeugend
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
27,"loyal
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
28,"strukturiert
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
29,"gewissenhaft
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
30,"engagiert
",Ausbildung Kaufleute für Marketingkommunikation neu,HE S Digital Management GmbH,2021-04-29,skillset
