,sentence,jobTitle,company,estimatedDatePosted,label
0,Excellence in Customer Loyalty.,Senior Digital Marketing Manager  w d m  neu,DEFACTO GmbH,2021-04-22,other
1,Perfectly engineered.,Senior Digital Marketing Manager  w d m  neu,DEFACTO GmbH,2021-04-22,other
2,Seit über 30 Jahren begleiten wir starke Marken in ihrem Kundenmanagement.,Senior Digital Marketing Manager  w d m  neu,DEFACTO GmbH,2021-04-22,company
3,"Mit performanter Software-as-a-Service, exzellenten Services und hoch qualifizierten Experten unterstützen wir unsere Kunden - auch im Onsite Einsatz - bei der Transformation hin zu Direct-to-Consumer Geschäftsmodellen.",Senior Digital Marketing Manager  w d m  neu,DEFACTO GmbH,2021-04-22,company
4,"Dabei verfolgen wir das Ziel, nachhaltige Verbundenheit zwischen Marken und Kunden zu schaffen.",Senior Digital Marketing Manager  w d m  neu,DEFACTO GmbH,2021-04-22,company
5,"Wir befähigen dafür mit digitalen Lösungen, optimieren die Customer Experience entsprechend der Kundenerwartung und erzeugen dadurch gezielt und systematisch Business Nutzen in Form von Wachstum, Effizienzsteigerung und Profitabilität – durch das Potential aus Kunden, Daten und Technologie.",Senior Digital Marketing Manager  w d m  neu,DEFACTO GmbH,2021-04-22,company
6,Zur weiteren Verstärkung unseres hervorragenden Teams suchen wir eine*n Senior Digital Marketing Manager (w/d/m).,Senior Digital Marketing Manager  w d m  neu,DEFACTO GmbH,2021-04-22,company
7,"Als Senior Digital Marketing Manager (w/d/m) verantwortest du ganzheitlich unsere digitalen Touchpoints und trägst dadurch zur Schärfung und Steigerung der DEFACTO Onlinepräsenz, sowie zur Erreichung der New Business Ziele bei.",Senior Digital Marketing Manager  w d m  neu,DEFACTO GmbH,2021-04-22,tasks
8,"Deine Aufgaben
",Senior Digital Marketing Manager  w d m  neu,DEFACTO GmbH,2021-04-22,tasks
9,"Von den DEFACTO Wachstumszielen ausgehend, entwickelst du in Zusammenarbeit mit Corporate Marketing und den Business Units eine kanalübergreifende Performance Strategie.",Senior Digital Marketing Manager  w d m  neu,DEFACTO GmbH,2021-04-22,tasks
