,sentence,jobTitle,company,estimatedDatePosted,label
0,"Einleitung:
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,other
1,Unser Kunde ist eine Firmengruppe und produziert an mehreren Standorten technische Bauteile als Lösungen für individuelle Anforderungen.,Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,company
2,Durch eine klare Marktorientierung und stetige Weiterentwicklung der Produkte hat sich das Unternehmen in seinem Vertriebsgebiet einen sehr guten Ruf erworben.,Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,company
3,"Als mittelständisches Unternehmen zeichnet es sich durch eine klare Strategie, gewachsene Strukturen und einen fairen Umgang mit seinen Mitarbeitern aus.",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,company
4,"Aufgrund der weiteren sehr positiven Entwicklung suchen wir für unseren Auftraggeber eine Führungspersönlichkeit, die mit Sachkompetenz, Engagement, Loyalität und hoher Führungskompetenz die technische Verantwortung für den Produktionsstandort in Mecklenburg-Vorpommern übernimmt.",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,company
5,"Ihre Aufgaben:
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,tasks
6,"Leitung, Steuerung und Weiterentwicklung des Produktionsstandortes
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,tasks
7,"Optimierung durch Analyse und Anpassung der Prozesse
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,tasks
8,"Personalführung und –entwicklung der mehr als 50 Mitarbeiter
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,tasks
9,"Steigerung der Produktivität
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,tasks
10,"Technische Ausrichtung sicherstellen
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,tasks
11,"Das bringen Sie mit:
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,skillset
12,"Technisch geprägtes Studium oder vergleichbare Ausbildung
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,skillset
13,"Hohe Führungskompetenz
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,skillset
14,"Ideal: Kenntnisse aus dem Bereich Bau / Beton / Baustoff / Bauchemie
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,skillset
15,"Überzeugungskraft
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,skillset
16,"Selbständige Arbeitsweise und kommunikative Fähigkeiten
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,skillset
17,"Teamfähigkeit und Spaß an der Arbeit
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,skillset
18,"Klare Werteorientierung
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,skillset
19,"Wir bieten:
",Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,company
20,Als finanziell unabhängiges Unternehmen verfügt unser Kunde über eine klare Marktorientierung und eine sehr gute Position im Markt.,Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,company
21,Als marktführendes Unternehmen in dem Bereich zeichnet sich unser Kunde durch eine klare Unternehmensstrategie und eine mitarbeiterorientierte Führungskultur aus.,Technischer Geschäftsführer w m d Bau Beton Baustoff Bauchemie,vietenplus,2021-05-10,company
22,"WHO WE ARE & WHAT WE DO
",Head of Content Marketing neu,Choco,2021-05-05,other
23,"At Choco, we have the ambition to become one of the largest and most successful businesses of the next decade.",Head of Content Marketing neu,Choco,2021-05-05,company
24,Our mission is to reduce food waste on a global scale by redesigning the food industry's global value chain.,Head of Content Marketing neu,Choco,2021-05-05,company
25,The first step towards realising this mission is our food-supply ordering platform connecting restaurants and suppliers and simplifying the way food is traded between them.,Head of Content Marketing neu,Choco,2021-05-05,company
26,"Founded in March 2018, we have already raised one of the largest series A of the last 5 years (Total raised $71.",Head of Content Marketing neu,Choco,2021-05-05,company
27,5M).,Head of Content Marketing neu,Choco,2021-05-05,other
28,"We are backed by top VCs such as COATUE, Bessemer Venture Partners and Atlantic Labs, as well as startup leaders and entrepreneurs who have built companies such as Google, Facebook, Amazon, Uber, SoundCloud, DropBox, and Delivery Hero.",Head of Content Marketing neu,Choco,2021-05-05,company
29,WHAT ABOUT THE TEAM ?,Head of Content Marketing neu,Choco,2021-05-05,other
30,WHAT WILL YOU DO ?,Head of Content Marketing neu,Choco,2021-05-05,other
31,"The Head of Content role requires a combination of out-of-the-box creative thinking, data analysis, content strategy creation, and mentorship.",Head of Content Marketing neu,Choco,2021-05-05,tasks
32,successful candidate should have exceptional communication skills and thrive working cross-functionally with internal and external stakeholders.,Head of Content Marketing neu,Choco,2021-05-05,skillset
33,"The ideal candidate will have experience producing relevant & valuable content that leverages across FB,IG, Linkedin and TikTok.",Head of Content Marketing neu,Choco,2021-05-05,skillset
34,"In addition, the ideal candidate will have experience with SEO and keyword positioning analysis, analytics CRO & UX.",Head of Content Marketing neu,Choco,2021-05-05,skillset
35,You'll be expected to manage a team of creative professionals and mentor them to hone their skills.,Head of Content Marketing neu,Choco,2021-05-05,tasks
36,"In this role, you will also be responsible for editorial planning, creating end to end content processes, seeing through the execution along with recurring reporting.",Head of Content Marketing neu,Choco,2021-05-05,tasks
37,"The reasons to join us :
",Head of Content Marketing neu,Choco,2021-05-05,company
38,You are joining one of the most ambitious and hard working teams in the startup world.,Head of Content Marketing neu,Choco,2021-05-05,company
39,"We have an aggressive mission but with the right team in place, we're confident that we will accomplish our goals.",Head of Content Marketing neu,Choco,2021-05-05,company
40,The opportunity to be a key figure in Choco's growth.,Head of Content Marketing neu,Choco,2021-05-05,company
41,"This position will have a key hand in user acquisition and will work in a cross functional manner with stakeholders from Operations, Product and Design.",Head of Content Marketing neu,Choco,2021-05-05,tasks
42,"What does it take to perform on this job:
",Head of Content Marketing neu,Choco,2021-05-05,skillset
43,"You have minimum 3 + years experience working in Content Marketing
",Head of Content Marketing neu,Choco,2021-05-05,skillset
44,You are a team player that can work well collaboratively as well as independently.,Head of Content Marketing neu,Choco,2021-05-05,skillset
45,"Demonstrated experience crafting fantastic on-brand content
",Head of Content Marketing neu,Choco,2021-05-05,skillset
46,"You are not only creative, but data driven - you leverage data to inform all of your decisions
",Head of Content Marketing neu,Choco,2021-05-05,skillset
47,"Experience with Excel and Google Analytics
",Head of Content Marketing neu,Choco,2021-05-05,skillset
48,"Your daily activities will be divided between these different missions: ️
",Head of Content Marketing neu,Choco,2021-05-05,skillset
49,"Develop multiple Social Media content lines that are leverageable across FB, IG, Linkedin and TikTok
",Head of Content Marketing neu,Choco,2021-05-05,tasks
50,"Create Social Media processes including monthly content calendars, recurring reporting and naming conventions
",Head of Content Marketing neu,Choco,2021-05-05,tasks
51,"Build and train a team of Social Media / Content managers
",Head of Content Marketing neu,Choco,2021-05-05,tasks
52,"Work closely with the PR, influencers and riders teams to leverage and create fantastic content
",Head of Content Marketing neu,Choco,2021-05-05,tasks
53,"Leverage data to create weekly / monthly reports in order to continuously improve our content strategy
",Head of Content Marketing neu,Choco,2021-05-05,tasks
54,READY FOR THE CHALLENGE ?,Head of Content Marketing neu,Choco,2021-05-05,other
55,Choco is an equal opportunity employer.,Head of Content Marketing neu,Choco,2021-05-05,company
56,We encourage people from all backgrounds to apply.,Head of Content Marketing neu,Choco,2021-05-05,company
57,We are committed to ensuring that our technology is made available and accessible to everyone.,Head of Content Marketing neu,Choco,2021-05-05,company
58,"All employment decisions are made without regard to race, color, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, genetic information, religion, disability, medical condition, pregnancy, marital status, family status, veteran status, or any other characteristic protected by law.",Head of Content Marketing neu,Choco,2021-05-05,company
