,sentence,jobTitle,company,estimatedDatePosted,label
0,"Einleitung
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,other
1,"Ihre Aufgaben umfassen:
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
2,"Kompetente Beratung und Betreuung der Führungskräfte und Mitarbeiter zu personellen und arbeitsrechtlichen Fragen, Aufgaben und Planungen
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
3,"Umsetzung der HR Strategie an den zu betreuenden Standorten
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
4,"Implementierung und Umsetzung von stragetischen HR-Prozessen und –Systemen in Abstimmung mit Global HR
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
5,"Durchführung von definierten HR Projekten (beispiel Reorganisation, Einführung HCM System)
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
6,"Verantwortung für das Bewerbermanagement für den Standort inklusive Schalten von Stellenanzeigen (Online- und Printmedien), Sichtung der Bewerbungsunterlagen, Durchführung und Nachbereitung von Vorstellungsgesprächen
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
7,"Unterstützung bei der Organisationsentwicklung des Werkes
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
8,"Durchführen von Maßnahmen zur Personalentwicklung inklusive Planung und Dokumentation von Schulungen basierend auf einer werksübergreifenden Qualimatrix
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
9,"Festlegen und Durchführen von Maßnahmen zur Mitarbeiterbindung (employee branding)
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
10,"Abwicklung und Dokumentation der Zeitarbeit: Abstimmung mit den Personaldienstleistern, Führen von Preisverhandlungen, Kontrolle/Unterschrift der Arbeitnehmerüberlassungsverträge)
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
11,"Koordination der Stammdatenpflege im IFS-System
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
12,Ausbildungsleitung;,HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,skillset
13,"Betreuung und Verantwortung für die Auszubildenden am Standort von der Auswahl/Einstellung bis zum Abschluss der Ausbildung
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
14,"Vorbereiten aller auditrelevanten Dokumente
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
15,"Verantwortung für das betriebliche Gesundheitsmanagement und Koordination des betrieblichen Vorschlagswesens
",HR Manager Haßfurt m w d,Delfingen DE Hassfurt GmbH,2021-07-05,tasks
