,sentence,jobTitle,company,estimatedDatePosted,label
0,"Einkaufsprozesse kennst du nicht nur bestens, sonders verstehst auch ihre Bedeutung für das gesamte Unternehmen?",Sales Manager Sourcing and Procurement all genders,Accenture,2021-03-30,skillset
1,"Du suchst ein innovatives Umfeld, in der deine Einkaufsstrategien nicht nur theoretisch alle Chancen der Digitalisierung ausschöpfen, sondern du sie auch operativ umsetzen kannst?",Sales Manager Sourcing and Procurement all genders,Accenture,2021-03-30,tasks
2,Das ist genau dein Ding?,Sales Manager Sourcing and Procurement all genders,Accenture,2021-03-30,other
3,"Du willst Procurement nicht nur fachlich beherrschen, sondern auch im Markt weiterentwickeln und den hohen Ansprüchen von markführenden Unternehmungen an ihre Procurement Organisation gerecht werden?",Sales Manager Sourcing and Procurement all genders,Accenture,2021-03-30,tasks
4,"Dann lebe deine Leidenschaft in einer Position, in der du den Status quo herausforderst und mit und für den Kunden innovative Strategien entwickelst, die seine Einkaufsorganisation erfolgssicher für die Zukunft aufstellen.",Sales Manager Sourcing and Procurement all genders,Accenture,2021-03-30,company
5,"Das erwartet dich  Abhängig von deiner Erfahrungen legen wir einzelne Projektteile oder auch die Gesamtleitung für unsere Kundenprojekte in deine Hände: Du koordinierst alle Aktivitäten, du erstellst Angebote, präsentierst Lösungsvorschläge und entwickelst diese zusammen mit unseren Kunden bis zur finalen Lösung.",Sales Manager Sourcing and Procurement all genders,Accenture,2021-03-30,tasks
6,Das Kosten- und Beschaffungsmanagement richtest du strategisch nach dem „Zero-based“-Mindset aus und identifizierst Kostensenkungspotenziale gezielt.,Sales Manager Sourcing and Procurement all genders,Accenture,2021-03-30,tasks
7,"Dabei behältst du stets den Blick fürs Ganze und so fällt es dir leicht die Organisationsstrukturen und Prozesse innovativ zu gestalten, um den Wertbeitrag des Einkaufs zum gesamten Geschäftserfolgs sicherzustellen.",Sales Manager Sourcing and Procurement all genders,Accenture,2021-03-30,tasks
8,"Klar, dass du ebenso rund um State-of-the-Art-Analytics und E-Procurement-Lösungen zur Wertmaximierung im Einkaufsprozess gefragt bist, insbesondere in der operativen Beschaffung.",Sales Manager Sourcing and Procurement all genders,Accenture,2021-03-30,tasks
9,"Je nach Ausrichtung deiner Projekte konzentrierst du dich auf die Strategieentwicklung, die fachliche Ausgestaltung von Konzepten oder die operative Einführung – natürlich immer im engen Schulterschluss mit deinen Kolleg:innen aus Supply Chain und Finance.",Sales Manager Sourcing and Procurement all genders,Accenture,2021-03-30,tasks
