,sentence,jobTitle,company,estimatedDatePosted,label
0,Wir wachsen gegen den Trend!,Kreditsachbearbeiter m w n mit dem Schwerpunkt Investoren und Konsortialfinanzierungen im Bestandsgeschäft,Volksbank Düsseldorf Neuss eG,2021-05-04,other
1,"Wir, die Volksbank Düsseldorf Neuss eG, sind eine wachsende und zukunftsorientierte Volksbank mit einem erfolgreichen Filialnetz sowie einem ausgeprägten Immobilienfinanzierungsgeschäft in der Landeshauptstadt Düsseldorf, in Ratingen und im Rhein-Kreis Neuss.",Kreditsachbearbeiter m w n mit dem Schwerpunkt Investoren und Konsortialfinanzierungen im Bestandsgeschäft,Volksbank Düsseldorf Neuss eG,2021-05-04,company
2,"Die Bilanzsumme beträgt rund 1,8 Mrd.",Kreditsachbearbeiter m w n mit dem Schwerpunkt Investoren und Konsortialfinanzierungen im Bestandsgeschäft,Volksbank Düsseldorf Neuss eG,2021-05-04,company
3,Euro.,Kreditsachbearbeiter m w n mit dem Schwerpunkt Investoren und Konsortialfinanzierungen im Bestandsgeschäft,Volksbank Düsseldorf Neuss eG,2021-05-04,other
4,Das Geschäftsfeld Immobilien- und Investorenfinanzierung konnten wir in den vergangenen Jahren stetig ausbauen und am Markt etablieren.,Kreditsachbearbeiter m w n mit dem Schwerpunkt Investoren und Konsortialfinanzierungen im Bestandsgeschäft,Volksbank Düsseldorf Neuss eG,2021-05-04,company
5,"Wachsen Sie mit uns und unterstützen Sie uns als
",Kreditsachbearbeiter m w n mit dem Schwerpunkt Investoren und Konsortialfinanzierungen im Bestandsgeschäft,Volksbank Düsseldorf Neuss eG,2021-05-04,other
6,"Kreditsachbearbeiter (m/w/n) mit dem Schwerpunkt Investoren- und Konsortialfinanzierungen im Bestandsgeschäft
",Kreditsachbearbeiter m w n mit dem Schwerpunkt Investoren und Konsortialfinanzierungen im Bestandsgeschäft,Volksbank Düsseldorf Neuss eG,2021-05-04,other
7,"Ihre Aufgaben:
",Kreditsachbearbeiter m w n mit dem Schwerpunkt Investoren und Konsortialfinanzierungen im Bestandsgeschäft,Volksbank Düsseldorf Neuss eG,2021-05-04,tasks
8,"Sie sind verantwortlich für die laufende Bearbeitung der im Bestand befindlichen Engagements aus dem Bereich Immobilien- und Investorenfinanzierung
",Kreditsachbearbeiter m w n mit dem Schwerpunkt Investoren und Konsortialfinanzierungen im Bestandsgeschäft,Volksbank Düsseldorf Neuss eG,2021-05-04,tasks
9,"Sie koordinieren die Zusammenarbeit mit den Konsortialpartnern
",Kreditsachbearbeiter m w n mit dem Schwerpunkt Investoren und Konsortialfinanzierungen im Bestandsgeschäft,Volksbank Düsseldorf Neuss eG,2021-05-04,tasks
