,sentence,jobTitle,company,estimatedDatePosted,label
0,"SÜLZLE Nutzeisen ist ein moderner Stahlhandel mit Spezialisierung zur optimalen Belieferung von Bauunternehmen im Bereich Spezialtiefbau, Brückenbau und der Baugrubensicherung.",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,company
1,Das Material aus unserem umfangreichen Warenlager wird in unserem zertifizierten Stahlbau für  unsere Kunden einbaufertig vorbereitet.,Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,company
2,"Wir sind Teil der SÜLZLE Gruppe, die als starker Firmenverbund für Kompetenz und Innovationskraft in den Bereichen Stahlhandel, Stahl- und Anlagenbau, Gebäude- und Energietechnik steht.",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,company
3,"Ab sofort suchen wir zur Verstärkung, für unseren SÜLZLE Nutzeisen Standort in Sulz, in Vollzeit:
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,other
4,"Sachbearbeiter (m/w/d) Verkauf
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,other
5,"IHRE AUFGABEN
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,tasks
6,"Einkauf und Kombination von Transportdienstleistungen
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,tasks
7,"Auftragserfassung und Auftragsabwicklung
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,tasks
8,"Abstimmung und Überwachung von Lieferterminen mit Kunden und Lieferanten
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,tasks
9,"Ansprechpartner für alle auftrags-und abwicklungsspezifischen Fragen
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,tasks
10,"Wareneingangsbuchungen und Bearbeitung von Reklamationen
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,tasks
11,"Pflege von Stammdaten
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,tasks
12,"IHRE VORAUSSETZUNGEN
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,skillset
13,"Abgeschlossene kaufmännische Ausbildung (vorzugsweise Speditionskaufmann/-frau) oder vergleichbare Qualifikation
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,skillset
14,"Gutes technisches Verständnis
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,skillset
15,"Verhandlungsgschick
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,skillset
16,"Organisationsfähigkeit und Dienstleistungsorientierung runden ihr Profil ab
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,skillset
17,"Loyalität, Belastbarkeit und Flexibilität
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,skillset
18,"Sicherer Umgang mit Microsoft Office
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,skillset
19,"UNSER ANGEBOT
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,company
20,"Langfristiger und sicherer Arbeitsplatz in einer zukunftsorientierten mittelständigen Unternehmensgruppe
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,company
21,"Gute Arbeitsatmosphäre in einem modernen Umfeld mit kurzen Entscheidungswegen
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,company
22,"Zuschüsse zur betrieblichen Altersvorsorge
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,company
23,"Gesundheitstage
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,company
24,"Benefits wie kostenfreies Wasser, Kaffee und betriebliches Impfangebot
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,company
25,"Gründliche Einarbeitung ins Aufgabengebiet
",Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,company
26,Es erwartet Sie eine herausfordernde Aufgabenstellung in einer dynamischen Unternehmensgruppe.,Sachbearbeiter m w d Verkauf,Sülzle Nutzeisen GmbH,2021-05-07,company
