,sentence,jobTitle,company,estimatedDatePosted,label
0,"Performance Media wächst weiter und sucht Dich zum nächstmöglichen Zeitpunkt als
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,other
1,"Manager People & Culture (m/w/d)
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,other
2,"Standort Hamburg
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,other
3,Performance Media ist die technologisch führende unabhängige digitale Mediaagentur in Deutschland.,Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,company
4,"Mit derzeit über 250 ambitionierten Mitarbeitern an den Standorten Hamburg, Düsseldorf und Belgrad bieten wir unseren Kunden Marketing-Lösungen über alle digitalen Kanäle.",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,company
5,"Die professionelle Mediaplanung, Analyse, Beratung und unser kundenorientiertes und verzahntes Arbeiten machen uns seit Jahren erfolgreich.",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,company
6,Zu unseren Kunden zählen mehr als 150 namhafte werbetreibende Unternehmen.,Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,company
7,"Deine Aufgaben
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,tasks
8,"Verstärke unser Team und begleite als Manager People & Culture unsere Mitarbeiter während des gesamten Employee Lifecycles von Employer Branding und Recruitment über Onboarding, Betreuung und Entwicklung bis hin zum Austritt aus der Agentur.",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,tasks
9,Berate Führungskräfte in allen personalbezogenen Themenstellungen und manage zusammen mit dem Fachbereich das Recruitment eigenverantwortlich von der Planung bis zur Einstellung.,Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,tasks
10,Sei kompetente Ansprechpartner:in für Bewerber und externe Dienstleister.,Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,tasks
11,"Setze neue Impulse im Zuge der Digitalisierung, initiere Neues und bringe Dich proaktiv bei der Optimierung von bestehenden HR-Tools und –Prozessen ein.",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,tasks
12,"Nutze Deine Freiräume und Ideen, um gemeinsam mit dem People & Culture Team Themen und Projekte voranzutreiben, die wegweisend für die Kultur unserer Agentur sind und unser dynamisches Wachstum unterstützen.",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,tasks
13,Entfalte Dein Potential und setze Akzente – mache den Unterschied!,Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,other
14,"Dein Profil
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,skillset
15,"Erfolgreich abgeschlossenes Studium mit Schwerpunkt Human Resources oder vergleichbare Ausbildung
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,skillset
16,"Mindestens 2 Jahre Berufserfahrung im HR Umfeld – gerne auch aus dem Agenturumfeld
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,skillset
17,"Erfahrungen aus dem Bereich Recruitment und fundierte Kenntnisse im Bereich Arbeitsrecht
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,skillset
18,"Schnelle Auffassungsgabe, Lernbereitschaft und eine lösungsorientierte Einstellung
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,skillset
19,"Zuverlässigkeit, Integrität und Diskretion
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,skillset
20,"Kommunikationsstärke und ein verbindliches, sympathisches Auftreten
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,skillset
21,"Selbstständige und strukturierte Herangehensweise und proaktives Einbringen von Vorschlägen
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,skillset
22,"Gute Skills in den gängigen Office-Programmen und technische Affinität zum Erlernen neuer Tools
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,skillset
23,"Sichere Englischkenntnisse in Wort und Schrift
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,skillset
24,"Spaß an der Arbeit in einem kollegialen Team
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,skillset
25,"Was wir bieten
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,company
26,"Eine verantwortungsvolle Aufgabe in einem generalistischen Team
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,company
27,"Mitgestaltung in einer der progressivsten Top-10 Digitalagenturen
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,company
28,"Ein topmodernes Office in zentraler Lage, in dem Du Dich wohlfühlen wirst
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,company
29,"Eine offene Kultur, die geprägt ist von starker kollegialer Unterstützung
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,company
30,"Angebote zur Förderung des geistigen und physischen Wohlbefindens
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,company
31,"Die Möglichkeit zum mobilen Arbeiten
",Manager People and Culture  m w d,Performance Media Deutschland GmbH,2021-04-25,company
