,sentence,jobTitle,company,estimatedDatePosted,label
0,CHG-MERIDIAN ist einer der führenden Anbieter individueller Nutzungskonzepte für effizientes Technologiemanagement weltweit.,Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
1,"Kunden mit Investitionsprojekten in den Bereichen IT, Industrie und Healthcare profitieren nachhaltig von einer optimalen Betreuung und maximalen Entlastung entlang des Technologie-Lifecycle, reduzierten Kosten und Risiken, ebenso von einem intelligenten Controlling zur technischen und kaufmännischen Steuerung ihrer Gerätelandschaft.",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
2,"Mitarbeiter (m/w/d) Vertriebsinnendienst Team Industrie, befristet
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,other
3,"Standort Weingarten
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,other
4,"Ihre Aufgaben
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,tasks
5,"Offenes, sicheres und freundliches Auftreten sowie routinierter Umgang mit den Belangen unserer Kunden
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,tasks
6,"Verantwortungsbewusste Erstellung und Kalkulation von projektspezifischen Angeboten und Verträgen
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,tasks
7,"Ansprechpartner bei der Abwicklung von komplexen Projekten für den Kunden, die Partner und die CHG internen Fachabteilungen
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,tasks
8,"Betreuung nationaler und internationaler Kunden und Lieferanten
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,tasks
9,"Erstellung von zielgerichteten Auswertungen und Projektcontrolling
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,tasks
10,"Enge Zusammenarbeit mit den Bereichen Vertrieb, Steuer, Recht, Treasury und Buchhaltung
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,tasks
11,"Ihr Profil
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,skillset
12,"Abschluss einer kaufmännischen Ausbildung bzw eines betriebswirtschaftlichen Studiums
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,skillset
13,"Idealerweise erste Berufserfahrungen mit kundenorientierten Projektabwicklungen, bestenfalls inklusiv finanzmathematischer Aufgaben
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,skillset
14,"Freude am souveränen, kompetenten Umgang mit Geschäftskunden und Lieferanten in einem schnell wachsenden Geschäftsfeld
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,skillset
15,"Sicherer Umgang mit Zahlen und selbständiges, eigenverantwortliches und strukturiertes Arbeiten in komplexen Kundenprojekten
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,skillset
16,"Abteilungsübergreifendes und prozessorientiertes Denken
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,skillset
17,"Bereitschaft zur kontinuierlichen Weiterbildung
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,skillset
18,"Gutes Englisch in Wort und Schrift
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,skillset
19,"Geübter Umgang mit den gängigen Office Programmen
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,skillset
20,"Dienstleistungsgedanke, Teamfähigkeit und Eigeninitiative
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,skillset
21,"Unser Angebot
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
22,"Befristeter Anstellungsvertrag im Rahmen einer Elternzeitvertretung (mindestens 12 Monate) mit der Chance auf unbefristete Übernahme
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
23,"Ausführliche Onboarding-Phase mit individuell geplanter Einarbeitung
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
24,"Eigenständiges Tätigkeitsumfeld in einem kleinen, innovativen Team
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
25,"Spannende Entwicklungsperspektiven in einem international wachsenden Unternehmen
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
26,"Mobiles und flexibles Arbeiten, Vertrauensarbeitszeit und freie Urlaubswahl (kein Betriebsurlaub)
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
27,"Aus- und Weiterbildungsmöglichkeiten durch eine interne HR-Academy oder durch externe Schulungen
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
28,"Modern ausgestatteter Arbeitsplatz
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
29,"Mobile Endgeräte (Laptop und Firmenhandy) auch zur privaten Nutzung
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
30,Was gibt es bei CHG-MERIDIAN außer Arbeit?,Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,other
31,"Mitarbeiter-PC-Programm
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
32,"Ausreichend Tiefgaragenstellplätze
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
33,"Subventioniertes, frisch zubereitetes Essen in der hauseigenen Kantine
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
34,"Ruheraum und kostenloser Fitnessraum mit Umkleiden/Duschen
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
35,"Gesundheitsmanagement
",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
36,"Gemeinsame Events: Abteilungsausflug, Jahresabschlussfeier, Sportveranstaltungen, u.",Mitarbeiter m w d Vertriebsinnendienst Team Industrie befristet,CHG MERIDIAN,2021-05-08,company
