,sentence,jobTitle,company,estimatedDatePosted,label
0,Gemeinsam zukunftsweisende Lösungen für die Wirtschaftswelt von morgen entwickeln: Das ist das Ziel unserer international auf die Finanzwelt spezialisierten Kolleginnen und Kollegen.,Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,company
1,"Mit unseren innovativen Dienstleistungen und als einer der Marktführer in den Bereichen Wirtschaftsprüfung, Steuerberatung, Strategy and Transactions sowie im Consulting stärken wir weltweit das Vertrauen in die Wirtschaft sowie die Finanzmärkte und führen unsere Mandanten in die Zukunft.",Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,company
2,"In unseren Financial Services fokussieren Sie sich auf Finanzdienstleistungen und unterstützen Banken, Versicherungen und Asset Manager dabei, sich einer stets verändernden und schnelllebigen Welt anzupassen.",Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,company
3,Bei uns entfalten Sie in internationalen und interdisziplinären Teams Ihre individuellen Fähigkeiten und sind Teil dieser spannenden Entwicklungen!,Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,company
4,It‘s yours to build.,Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,other
5,"Das erwartet Dich bei uns — Erfahrungen, von denen Du ein Leben lang profitierst Als Teil unseres stark wachsenden Audit Teams in Hamburg, Hannover, Köln, München, Stuttgart oder Frankfurt/Main prüfen Sie die Rechnungslegung nach Handels- und Aufsichtsrecht von Versicherungsunternehmen sowie die Einhaltung internationaler Standards und aufsichtsrechtlicher Anforderungen.",Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,other
6,Ferner nehmen Sie an Beratungsprojekten teil.,Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,tasks
7,Dabei übernehmen Sie vielfältige Aufgaben:   ,Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,tasks
8,"Mitwirkung bei der Prüfung und Beratung von Versicherungen und Finanzdienstleistern  Unterstützung bei  den Jahresabschluss- und Sonderprüfungen unserer Mandanten  Durchführung von Geschäftsprozess- und Datenanalysen  Mitwirkung bei Beratungsprojekten,   ",Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,tasks
9,"bei der Umstellung auf internationalen Rechnungslegungsnormen  Spannende Einblicke in die gesamte Tätigkeitspalette der Wirtschaftsprüfung 
   ",Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,tasks
10,"Das bringst Du mit — Fähigkeiten, mit denen Du die Zukunft gestaltest  Studium der Wirtschaftswissenschaften mindestens im 3.",Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,skillset
11,Gemeinsam zukunftsweisende Lösungen für die Wirtschaftswelt von morgen entwickeln: Das ist das Ziel unserer international auf die Finanzwelt spezialisierten Kolleginnen und Kollegen.,Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,company
12,"Mit unseren innovativen Dienstleistungen und als einer der Marktführer in den Bereichen Wirtschaftsprüfung, Steuerberatung, Strategy and Transactions sowie im Consulting stärken wir weltweit das Vertrauen in die Wirtschaft sowie die Finanzmärkte und führen unsere Mandanten in die Zukunft.",Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,company
13,"In unseren Financial Services fokussieren Sie sich auf Finanzdienstleistungen und unterstützen Banken, Versicherungen und Asset Manager dabei, sich einer stets verändernden und schnelllebigen Welt anzupassen.",Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,company
14,Bei uns entfalten Sie in internationalen und interdisziplinären Teams Ihre individuellen Fähigkeiten und sind Teil dieser spannenden Entwicklungen!,Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,company
15,It‘s yours to build.,Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,other
16,"Das erwartet Dich bei uns — Erfahrungen, von denen Du ein Leben lang profitierst Als Teil unseres stark wachsenden Audit Teams in Hamburg, Hannover, Köln, München, Stuttgart oder Frankfurt/Main prüfen Sie die Rechnungslegung nach Handels- und Aufsichtsrecht von Versicherungsunternehmen sowie die Einhaltung internationaler Standards und aufsichtsrechtlicher Anforderungen.",Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,company
17,Ferner nehmen Sie an Beratungsprojekten teil.,Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,tasks
18,Dabei übernehmen Sie vielfältige Aufgaben:   ,Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,tasks
19,"Mitwirkung bei der Prüfung und Beratung von Versicherungen und Finanzdienstleistern  Unterstützung bei  den Jahresabschluss- und Sonderprüfungen unserer Mandanten  Durchführung von Geschäftsprozess- und Datenanalysen  Mitwirkung bei Beratungsprojekten,   ",Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,tasks
20,"bei der Umstellung auf internationalen Rechnungslegungsnormen  Spannende Einblicke in die gesamte Tätigkeitspalette der Wirtschaftsprüfung 
   ",Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,tasks
21,"Das bringst Du mit — Fähigkeiten, mit denen Du die Zukunft gestaltest  Studium der Wirtschaftswissenschaften mindestens im 3 Semester, vorzugsweise mit den Schwerpunkten Versicherungsbetriebslehre und/oder Prüfungs- und Rechnungswesen  Sicherer Umgang mit MS Office  Analytische Fähigkeiten und präzise Arbeitsweise  Flexibilität und Offenheit für neue, abwechslungsreiche Herausforderungen  Sehr gute Kommunikationsfähigkeiten in Deutsch und Englisch 
 ",Praktikant w m d Wirtschaftsprüfung im Bereich Versicherungen – Assurance Financial Services EY Careers,EY,2020-08-21,skillset
