,sentence,jobTitle,company,estimatedDatePosted,label
0,"Sie sind Controller und achten darauf, dass Ihnen die Zahlen nicht aus der Reihe tanzen?",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,skillset
1,"In dieser Position sind Sie als Profi, Berater und Kommunikator gefragt.",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,skillset
2,Sie analysieren gemeinsam mit den Fachverantwortlichen entlang der Wertschöpfungskette den Ist-Zustand.,Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,tasks
3,Sie decken Optimierungspotentiale auf.,Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,tasks
4,Sie bringen Ihre Erfahrungen und Best Practices mit ein und heben damit das Controlling unseres Kunden auf das nächste Level.,Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,tasks
5,Wir suchen im Rahmen der Personalvermittlung in Festanstellung für ein mittelständisches Produktionsunternehmen mit Sitz im Raum Ettlingen Sie als Produktionscontroller (m/w/d).,Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,company
6,"Ihre Aufgaben
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,tasks
7,"Aufbau des Produktionscontrollings am Standort
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,tasks
8,"Optimierung des Rückmeldewesens in Produktion und Logistik
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,tasks
9,"Optimierung des Kennzahlensystems zur Produktionssteuerung
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,tasks
10,"Aufbau eines Frühwarnsystems bei Abweichungen
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,tasks
11,"Mitarbeit bei der Überarbeitung der Stücklisten und Arbeitspläne
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,tasks
12,"Mitarbeit an der Neuausrichtung der Buchungs- und Belegflüsse zwischen Einkauf, Produktion und Logistik
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,tasks
13,"Neuaufbau der Produktkalkulation
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,tasks
14,"Ihr Profil
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,skillset
15,"Erfolgreich abgeschlossenes betriebswirtschaftliches Studium
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,skillset
16,"Relevante Berufserfahrung im Produktionscontrolling
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,skillset
17,"Gute Kenntnisse in SAP
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,skillset
18,"Sehr gute Kenntnisse in Microsoft-Excel
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,skillset
19,"Hands-on-Mentalität
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,skillset
20,"Eigeninitiatives Handeln
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,skillset
21,"Gute Englischkenntnisse
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,skillset
22,"Wir bieten
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,company
23,Unsere Spezialisierung: Ihre Karriere!,Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,company
24,"Mit Amadeus FiRe haben Sie den idealen Partner an Ihrer Seite, wenn Sie in den Beruf starten, eine neue berufliche Herausforderung annehmen oder sich weiterbilden wollen, denn das können wir für Sie tun:
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,company
25,Wir beraten und vermitteln Sie kostenfrei.,Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,other
26,Mit Amadeus FiRe erreichen Sie die interessanten Unternehmen in Ihrer Region und durch unser Niederlassungsnetzwerk auch bundesweit.,Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,other
27,"Ihr persönlicher Berater erstellt mit Ihnen Ihr aussagefähiges Kompetenzprofil
",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,other
28,"Wir erstellen Ihnen eine Auswahl passgenauer Kundenvakanzen und entscheiden gemeinsam, bei welchem Unternehmen wir Sie vorstellen.",Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,other
29,Wir unterstützen Sie bei der Vorbereitung Ihres Bewerbungsgespräches und Vertragsverhandlungen (Bewerbercoaching) und begleiten Sie auf Wunsch zu den Gesprächen.,Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,other
30,Durch das langjährige Vertrauensverhältnis zu unseren Kunden unterstützt unsere Empfehlung Ihre Bewerbung.,Produktionscontroller m w d,Amadeus FiRe AG,2021-05-07,other
