,sentence,jobTitle,company,estimatedDatePosted,label
0,Unser Auftraggeber ist ein mittelständischer familiengeführter Anbieter von Netzwerk- und Datentechnik.,Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,company
1,Von der Entwicklung kundenspezifischer Einzelteile über die Serienproduktion bis zur Endmontage stehen in allen Prozessen höchste Qualität und eine nachhaltige Kundenbetreuung im Vordergrund.,Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,company
2,Als Systemanbieter mit über 50 Jahren Markterfahrung hat sich das Unternehmen mit Hauptsitz in der Eifel mit einem eigenen Geschäftsbereich ganz der Entwicklung und dem Vertrieb innovativer Schranksysteme verschrieben.,Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,company
3,"Als Sales Manager Hardware (m/w/d) verkaufen Sie individuelle Gehäuse für wertvolle Elektronik und Datentechnik einschließlich Klimatechnik, Zutrittskontrolle und Stromverteilung an Unternehmen in Ihrer Region und an Rechenzentren.",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,tasks
4,Vom Homeoffice aus akquirieren Sie Neukunden und betreuen Ihren eigenen Kundenstamm in einem Gebiet von Düsseldorf bis Saarbrücken und von Luxemburg bis Mainz.,Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,tasks
5,Die Stelle ist unbefristet zum nächstmöglichen Zeitpunkt und in Direktvermittlung zu besetzen.,Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,company
6,"Ihre Aufgaben
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,tasks
7,"Technische Beratung von Kunden in den Bereichen Daten- und Netzwerktechnik mit dem Schwerpunkt auf Gehäuse- und Systemtechnik
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,tasks
8,"Neukundenakquise im Außendienst in Rheinland-Pfalz, dem Saarland, im Großraum Köln/Düsseldorf und in Luxemburg
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,tasks
9,"Enge Zusammenarbeit mit dem Produktmanagement bei der Entwicklung kundenspezifischer Lösungen
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,tasks
10,"Einbringen kreativer Impulse in die Entwicklung neuer Produkte
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,tasks
11,"Vertrieb der Hardware im Rahmen von Messen und anderen Veranstaltungen
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,tasks
12,"Unsere Anforderungen
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,skillset
13,"Studien- oder Ausbildungshintergrund in der Informations- oder Telekommunikationstechnik
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,skillset
14,"Alternativ umfangreiche Berufserfahrung im Vertrieb von IT-Infrastruktur oder einem ähnlichen Bereich
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,skillset
15,"Kenntnisse im Aufbau von Rechenzentren und der entsprechenden Systemtechnik
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,skillset
16,"Deutschkenntnisse auf Muttersprachenniveau und sehr gute Englischkenntnisse
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,skillset
17,"Routinierte Kommunikation zu tiefgehenden technischen Themen mit Systemhäusern, Rechenzentrenbetreibern und IT-Dienstleistern
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,skillset
18,"Selbstverständlicher Umgang mit CRM-Systemen
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,skillset
19,"Lust auf beratenden Systemvertrieb und ausgeprägte Vertriebsstärke
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,skillset
20,"Lassen Sie uns gemeinsam herausfinden, ob diese Position die richtigen Chancen für Sie bietet.",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,skillset
21,Richten Sie Ihre Bewerbung bitte unter Angabe Ihrer Gehaltsvorstellung und Ihres frühestmöglichen Eintrittstermins per E-Mail an sebastian.,Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,company
22,flick@randstad.,Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,company
23,de.,Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,other
24,Wir freuen uns auf Ihre Bewerbung!,Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,other
25,"Das dürfen Sie erwarten
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,other
26,"Perfekte Voraussetzungen für Ihre Work-Life-Balance: Sie bestimmen selbst über Arbeitsort und Zeiteinteilung
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,company
27,"Homeoffice oder Arbeitsplatz im Werk - Sie entscheiden
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,company
28,"Fixgehalt mit ungedeckeltem Provisionsmodell
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,company
29,"Großer Zusammenhalt im erfahrenen Vertriebsteam
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,company
30,"Ausstattung für Ihren Vertrieb: Firmenwagen, auch zur privaten Nutzung, Laptop, Handy
",Sales Manager IT Serverschränke w m d neu,Randstad Deutschland 3 7,2021-05-07,company
