,sentence,jobTitle,company,estimatedDatePosted,label
0,"Das erwartet Dich bei uns:
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,other
1,"Du bist für die taktische Planung, Umsetzung sowie das Monitoring und Optimieren von Performance-TV-Kampagnen verantwortlich.",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,tasks
2,Du sorgst für den bestmöglichen Budgeteinsatz im Hinblick auf die zu erreichenden Ziele.,Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,tasks
3,"Du behältst die definierte Zielerreichung im Blick, leitest die richtigen Optimierungsmaßnahmen ab und setzte diese so um, dass die Wirkung deiner betreuten Kampagnen maximiert wird.",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,tasks
4,Du erstellst Leistungsprognosen und verantwortest die Qualitätssicherung.,Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,tasks
5,Du überwachst und kontrollierst quantitative sowie qualitative Ergebnisse.,Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,tasks
6,"Du reportest die Kampagnen, leitest Empfehlungen für Folgekampagnen ab und präsentierst die Ergebnisse gegenüber dem Kunden.",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,tasks
7,Du bist medienspezifischer Experte für den Bereich Performance TV und unterstützt die Kollegen mit deinem Wissen bei der Erstellung und Ableitung von Mediastrategien.,Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,tasks
8,"Das solltest du mitbringen:
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,skillset
9,"Du hast bereits umfangreiches Fachwissen im Bereich Mediaplanung und idealerweise im Performance TV oder hast Lust, dich in diesem Bereich weiterzuentwickeln.",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,skillset
10,"Du verstehst den Markt, das Medium TV und kennst dich aus in der Vermarkter-Landschaft.",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,skillset
11,Einen Quereinstieg aus dem digitalen (Performance)-Bereich können wir uns sehr gut vorstellen.,Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,skillset
12,Du hast bereits Berufserfahrung in der erfolgreichen Planung und Umsetzung von Kampagnen im Hinblick auf Performance-Zielsetzungen.,Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,skillset
13,Idealerweise bist du geübt im Umgang mit den gängigen TV-Planungstools und kannst die Daten aus TV-Analytics-Tools lesen und in den Kontext setzen.,Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,skillset
14,"Du überzeugst mit deiner analytischen Denkweise, bist zahlenaffin und sicher in der Interpretation von Zahlen sowie der Ableitung entsprechender Empfehlungen.",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,skillset
15,"Du bringst ein ausgeprägtes Verständnis für wirtschaftliche Zusammenhänge, Kosten und Konditionen mit.",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,skillset
16,Du bist ein Teamplayer und hast Freude an der Zusammenarbeit mit unseren Fachbereichen.,Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,skillset
17,"Du überzeugst mit deiner schnellen Auffassungsgabe, deinem Verantwortungsbewusstsein und deiner selbstständigen Arbeitsweise.",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,skillset
18,"Und das gibt's obendrauf:
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,other
19,"Zentrales & modernes Büro
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
20,"Gestaltungsspielraum
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
21,"Teamspirit & familiäre Atmosphäre
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
22,"Flache Hierarchien
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
23,"Vermögenswirksame Leistungen
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
24,"Coachings & Schulungen
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
25,"pilot Talentschmiede & Onboarding
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
26,"Transparente Feedbackkultur
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
27,"ÖPNV-Zuschuss
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
28,"Englisch-Kurse
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
29,"Zuschuss zur Fitnessclub-Mitgliedschaft
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
30,"BahnCard 50
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
31,"International Exchange (LocalPlanet)
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
32,"Frisches Obst
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
33,"Partys & Teamevents
",Berater Media - Fokus Performance TV  m w d  neu,Pilot,2021-04-22,company
