,sentence,jobTitle,company,estimatedDatePosted,label
0,"IHR ARBEITSPLATZ:
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
1,Das SAP IT-Team Finance berät die Fachabteilungen und führt Analysen zu Geschäftsprozessen und deren Optimierung durch.,SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
2,"Das Finanzmodul wurde in enger Verzahnung mit dem Commercial Bereich in vielen
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
3,europäischen Märkten erfolgreich ausgerollt.,SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
4,Basiert auf dem aktuellen Plan wird das Finanzmodul bis Ende 2022 für alle Europäischen Märkte verantwortlich sein.,SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
5,Die vorhandene SAP SPM Lösung wird entsprechend den Bedürfnissen der Fachabteilungen kontinuierlich angepasst und weiterentwickelt.,SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
6,"Dieses Umfeld ermöglicht Ihnen sowohl tiefergehende
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
7,Spezialisierungen in einem SAP Modul als auch die persönliche Weiterentwicklung in breiter angelegten Aufgabengebieten.,SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
8,"IHRE AUFGABEN:
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,tasks
9,"Sie setzen die Geschäftsanforderungen für Prozesse im Bereich
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,tasks
10,"SAP Finance um
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,tasks
11,"Sie beraten und unterstützen die Kunden bei der Ausführung von
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,tasks
12,"Geschäftsabläufen, bei der Realisierung von funktionalen Anforderungen
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,tasks
13,"sowie der Durchführung von Untersuchungen und Datenanalysen
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,tasks
14,"Sie konfigurieren die SAP-Anwendung und spezifizieren funktionale Erweiterungen
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,tasks
15,"Zu Ihren Aufgaben gehören ebenso die Überwachung des Fortschritts bei der Umsetzung des Konzeptes und die regelmäßige Berichterstattung
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,tasks
16,"Sie unterstützen auch die Integration mit anderen SAP-Bereichen,   ",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,tasks
17,"EWM, SCM, CRM
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,tasks
18,"IHR PROFIL:
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,skillset
19,"Sie haben Ihren Hochschulabschluss in (Wirtschafts-)Informatik,
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,skillset
20,"Mathematik oder einer ingenieurwissenschaftlichen Fachrichtung
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,skillset
21,"Schwerpunkt IT) mit überdurchschnittlichem Erfolg erworben
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,skillset
22,"Sie verfügen über mindestens 3-jährige Berufserfahrung im Bereich SAP Finance (Accounting, COPA, Taxation).",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,skillset
23,"Wünschenswert wären Erfahrungen mit S/4HANA
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,skillset
24,"Sie kennen System- und Businessanalysen sowie die Arbeitsweise im agilen Projektumfeld
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,skillset
25,"Ihr hohes Maß an Eigeninitiative, ihre Sozialkompetenz und Teamfähigkeit zeichnet Sie aus
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,skillset
26,"Ihre Deutsch- und Englischkenntnisse sind sehr gut (in Wort und Schrift)
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,skillset
27,"Gelegentliche internationale Reisetätigkeit stellt für Sie eine willkommene Abwechslung dar
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,skillset
28,"WIR BIETEN IHNEN:
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
29,"Die Arbeit in diversen und interdisziplinären Teams prägt unsere globale ""Ford-Familie"", die wir jeden Tag aufs Neue leben.",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
30,"Echte Flexibilität in
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
31,"Bezug auf die Arbeitsgestaltung –zeitlich, räumlich, inhaltlich– sind für uns Motivation und Antrieb zugleich.",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
32,"Die Größe unserer IT-Organisation in
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
33,Europa –allein 350 Mitarbeiter in Deutschland– erlaubt dabei die individuelle Weiterentwicklung über die Einstiegsposition hinaus.,SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
34,Interessiert?,SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,company
35,Wir freuen uns auf Ihre aussagekräftige Bewerbung!,SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,other
36,"Diese nimmt unser Recruiting-Partner Kelly Outsourcing
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,other
37,and Consulting Group (Germany) GmbH gerne entgegen.,SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,other
38,"Kontakt: Frau Denise Rückert, Tel.",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,other
39,"0221) 65083633
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,other
40,"Weiterleiten
",SAP BERATER SAP FINANCE W M D neu,Ford Werke,2021-06-17,other
