,sentence,jobTitle,company,estimatedDatePosted,label
0,In unserer Gesellschaft QVC Handel S.,Copywriter  m w d  neu,QVC 3 7,2021-04-22,company
1,Co .,Copywriter  m w d  neu,QVC 3 7,2021-04-22,other
2,KG suchen wir im Bereich Copywriting in Düsseldorf zum 01.,Copywriter  m w d  neu,QVC 3 7,2021-04-22,other
3,04.,Copywriter  m w d  neu,QVC 3 7,2021-04-22,other
4,"2021 eine/-n
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,other
5,"Copywriter (m/w/d)
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,other
6,"in Vollzeit, unbefristet
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,other
7,"Deine Aufgaben:
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,tasks
8,"Du bist verantwortlich für die Konzeption, Erstellung & Administration von Texten für Sortiments- & Aufgabenschwerpunkte, insbesondere auf den digitalen Verkaufskanälen
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,tasks
9,"Zu deinen Aufgaben gehört die textliche Unterstützung für Videos (Voice-over), Print-Mailings sowie weitere Text-Requests lokaler und globaler Schnittstellen
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,tasks
10,"Du pflegst die Videotext-Inhalte
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,tasks
11,"Zu deinen Aufgaben gehört die kontinuierliche und aufgabenspezifische Qualitätssicherung & Optimierung der eigenen Text-Inhalte im Sinne der strategischen Unternehmensziele mit Blick auf den DE Text Style Guide und unter Berücksichtigung von Zielgruppen, Mobile First, Storytelling, SEO und Orthographie
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,tasks
12,"Eingangsvoraussetzungen:
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
13,"Du verfügst über ein abgeschlossenes kommunikations-/ geisteswissenschaftliches Studium und eine Aus-/Weiterbildung als deutschsprachiger Texter
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
14,"Du hast mehrjährige Berufserfahrung als deutschsprachiger Texter in einer Werbeagentur oder einer Redaktion
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
15,"Du hast praktische Erfahrung und Kenntnisse vom Texten im Bereich Werbung, Verkaufsförderung, Direktmarketing oder Redaktion
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
16,"Du verfügst über ein ausgeprägtes Sprachgefühl sowie einen flexiblen, zielgruppen- und warengruppengerechten Schreibstil und einen sicheren Umgang mit der aktuellen Rechtschreibung
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
17,"Du verfügst über eine präzise, punktierte und knappe Ausdrucksweise
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
18,"Du hast Erfahrung in der Markenkommunikation mit Texten für digitale Medien
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
19,"Du hast Erfahrung in der Suchmaschinenoptimierung und der zielgruppengerechten Ansprache
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
20,"Du hast Interesse an Best Practices und Trends/Techniken sowie die Fähigkeit, diese zu antizipieren
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
21,"Du hast eine selbstständige, zuverlässige und ergebnisorientierte Arbeitsweise
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
22,"Du bist teamfähig und kommunikativ
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
23,"Du bist kreativ und hast eine lösungsorientierte Denkweise
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
24,"Du besitzt fundierte MS Office Anwenderkenntnisse, insbesondere Word & Power Point und einen sicheren Umgang mit Content Management Systemen und anderen technischen Tools bzw.",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
25,"die Fähigkeit, diese schnell zu erlernen
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
26,"Du verfügst über gute Englischkenntnisse
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,skillset
27,"Das bieten wir:
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,company
28,"Offene und dynamische Arbeitsatmosphäre mit Duz-Kultur
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,company
29,"Attraktives Vergütungsmodell
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,company
30,"Flexibles Arbeitszeitmodell mit Gleitzeitregelung zur Förderung von Work-Life-Balance (inklusive Überstundenregelung)
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,company
31,"Angebote im Rahmen eines betrieblichen Gesundheitsmanagements
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,company
32,"20% Mitarbeiterrabatt auf das QVC-Produktsortiment
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,company
33,"Betriebliche Altersvorsorge
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,company
34,"Breites Angebot an Weiterbildungsmöglichkeiten
",Copywriter  m w d  neu,QVC 3 7,2021-04-22,company
35,"Wir freuen uns auf deine Online-Bewerbung mit deinen aussagekräftigen Bewerbungsunterlagen (inklusive Anschreiben, Lebenslauf sowie Zeugnissen) mit Angabe eines Eintrittstermins und deiner Gehaltsvorstellung.",Copywriter  m w d  neu,QVC 3 7,2021-04-22,other
36,"Am besten nutzt du dafür unser Karriereportal Workday, wo du jederzeit deine gesamten Unterlagen unkompliziert hochladen kannst.",Copywriter  m w d  neu,QVC 3 7,2021-04-22,other
