,sentence,jobTitle,company,estimatedDatePosted,label
0,"JUNIOR COPYWRITER (m/w/d)
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
1,"Du findest immer die passenden Worte, verpackst knallharte Fakten in spannende Stories und schreibst ganz nebenbei noch die besten Headlines aller Zeiten?",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,skillset
2,Dann herzlich Willkommen im Team.,Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
3,"Wir suchen Jemanden, der sich schnell & eigenständig in Prozesse eindenkt, strukturiert arbeitet und dabei nie den Überblick verliert.",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,skillset
4,Warum Du Dich bei uns bewerben solltest?,Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
5,"Wir bieten Dir:
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,company
6,"100% kreativen Gestaltungsspielraum
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,company
7,"spannende und abwechslungsreiche Projekte mit Top-Kunden
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,company
8,"eine wertschätzende und offene Unternehmenskultur
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,company
9,"Teamgeist, flache Hierarchien und kurze Entscheidungswege
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,company
10,"Denn wir wissen, dass Erfolg nicht von einer Person abhängt - sondern von einem großartigen Team.",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,company
11,Bewirb Dich jetzt!,Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
12,Wir freuen uns darauf Dich kennenzulernen.,Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
13,"Art der Stelle: Festanstellung
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
14,"Arbeitszeiten:
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
15,"Montag bis Freitag
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
16,"Leistungen:
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
17,"Kostenlose Getränke
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
18,"Kostenloser Parkplatz
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
19,"Homeoffice:
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
20,"Nein
",Texter m w d neu,Mohr Werbeagentur GmbH,2021-05-07,other
