,sentence,jobTitle,company,estimatedDatePosted,label
0,"Über uns
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,company
1,Wir von Alcon verhelfen Menschen zu einem besseren Sehvermögen.,Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,company
2,"Wir glauben, dass Patienten unabhängig von ihren wirtschaftlichen Umständen Zugang zu hochwertiger Augenpflege haben sollten;",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,company
3,es bestehen jedoch Barrieren für eine gute Augengesundheit für Patienten sowohl in entwickelten als auch in aufstrebenden Märkten.,Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,company
4,"Alcon entwickelt und produziert innovative Geräte, um den gesamten Lebenszyklus der Augenpflege zu erfüllen.",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,company
5,Die chirurgische Gruppe von Alcon ist einer der größten Hersteller von Geräten für die Kataraktentfernung und Laserkorrektur.,Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,company
6,Zu den Verbraucherprodukten gehört die bekannte Opti-Free-Produktlinie mit Kontaktlinsenlösungen und verwandten Produkten.,Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,company
7,Alcon wurde 1945 gegründet und verkauft seine Produkte in 180 Ländern weltweit.,Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,company
8,"Ihre Aufgaben:
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,tasks
9,In der Funktion als Advanced Technology Manager (m/f/d) sind Sie unter anderem zuständig für den Ausbau der Marktanteile und Umsatz im Bereich ATIOL und Diagnostik.,Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,tasks
10,"Hierzu zählt die Demonstration der Geräte bei Ihren Kunden vor Ort, sowie die Umsetzung der Marketingstrategien im definierten Verkaufsgebiet in Mitteldeutschland.",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,tasks
11,"Spezialist für refraktive Intraokularlinsen (IOL) und zugehörige diagnostische Geräte
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,skillset
12,"Ausbau des refraktiven Umsatzes und Absatzes
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,tasks
13,"Verkaufsvorbereitung, Nachbereitung und Abschluss nach internen Vorgaben
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,tasks
14,"Umsetzung der Marketing-Strategien im Verkaufsgebiet
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,tasks
15,"Bedarfsanalyse, Identifizierung und Begleitung von IOL- und Diagnosegeräteprojekten
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,tasks
16,"Kontinuierliche Beratung der Kunden bei Implantationen von refraktiven Intraokularlinsen und Anwendung der diagnostischen Geräte
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,tasks
17,"Regelmäßige Analyse der Zielkunden
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,tasks
18,"Durchführung von Schulungen und produktbezogenen Fortbildungen beim Kunden
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,tasks
19,"Enge Zusammenarbeit mit den anderen Fachbereichen innerhalb der Matrix Struktur
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,tasks
20,"Umsetzung neuer Technologien beim Kunden
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,tasks
21,"Ihr Profil:
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,skillset
22,"Erfolgreich abgeschlossenes naturwissenschaftliches oder betriebswirtschaftliches Studium, kaufmännische Ausbildung   Augenoptiker, hohes technisches Verständnis, Medizinprodukteberater
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,skillset
23,"Sehr gute Kenntnisse der Ophthalmochirurgie, idealerweise der refraktiven Chirurgie
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,skillset
24,"Abschlusssicherheit sowie Begeisterungsfähigkeit
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,skillset
25,"Refraktiv Manager-Vorkenntnis vom Vorteil
",Advanced Technology Manager m w d Mitteldeutschland,Alcon Deutschland GmbH,2021-05-08,skillset
