,sentence,jobTitle,company,estimatedDatePosted,label
0,"Stellenbeschreibung
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,other
1,Du bist an einer neuen Herausforderung interessiert und willst in einem tollen Team arbeiten?,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
2,"Du findest digitale Themen und soziale Netzwerke spannend und 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,skillset
3,willst uns hier nach vorne bringen?,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
4,Du bist ein Organisationstalent und besitzt Erfahrung im Bereich Kommunikation?,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,skillset
5,Du bist kreativ und hast einen Blick für Design?,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,skillset
6,"Dann bist Du bei uns richtig, denn wir suchen zur langfristigen Zusammenarbeit und Verstärkung des Teams eine Projektassistenz für Beratung und Digitalisierung (m/w/d) an unserem Standort in Berlin-Schöneberg.",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,other
7,"Wer wir sind 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
8,Wir unterstützen seit über 20 Jahren erfolgreich Unternehmen und deren Beschäftigte.,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
9,"Unser Beratungsschwerpunkt liegt bei Unternehmen aus dem 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
10,Bereich der Wasserwirtschaft.,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,other
11,Hier gehören wir zu den führenden Anbietern in Deutschland.,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
12,"In unseren Projekten ist es uns wichtig, neben den fachlichen Themen insbesondere auch die Zusammenarbeit und die Menschen der Organisation im Fokus zu behalten.",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
13,Als Unternehmen sind wir an einer nachhaltigen Entwicklung interessiert.,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
14,Wir leisten daher einen aktiven Beitrag zur Gemeinwohlökonomie und wurden dafür 2020 zertifiziert.,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
15,"Deine Fähigkeiten und Kenntnisse 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,skillset
16,"abgeschlossener Hochschulabschluss im Bereich Medienpädagogik, Kommunikation, Psychologie, Marketing oder ähnlich 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,skillset
17,"Erfahrung bei der Erstellung von digitalen Lernkonzepten 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,skillset
18,"ein Händchen für Projektmanagement 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,skillset
19,"Werkzeuge zur Homepagegestaltung (HTML, PHP, …) 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,skillset
20,"solide Office-Kenntnisse 
 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,skillset
21,"Das sind Deine Themen 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,tasks
22,"Konzeption und Begleitung der Digitalisierung unserer Beratungsleistungen 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,tasks
23,"Auf- und Ausbau der digitalen, medialen Präsenz der confideon 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,tasks
24,"Beraten des Teams in digitalen Fragestellungen 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,tasks
25,"Unterstützung bei unseren wiederkehrenden Projekten 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,tasks
26,"Vorbereitung und Durchführungsbegleitung von Workshops (online und offline)  
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,tasks
27,"Qualitätssicherung von Dokumenten und Vorlagen (redaktionell, Layout/ Format) 

",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,tasks
28,"Wir bieten Dir 
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
29,"Ein von Eigenverantwortung geprägtes, familiäres Arbeitsumfeld, für das gegenseitige Wertschätzung, Anteilnahme und Vertrauen die Basis sind:  
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
30,Wir wurden 2018 als einer der besten Arbeitgeber in Berlin/ Brandenburg ausgezeichnet.,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
31,"Einen großzügigen Arbeitsplatz in unseren hellen Büroräumen, der mit den Arbeitsmitteln Deiner Wahl ausgestattet wird:  
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
32,"Dass Du Deine Aufgaben auch von zu Hause im Home-Office erledigen kannst, ist für uns selbstverständlich.",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
33,Wir bieten Vollzeitbeschäftigung und Teilzeitbeschäftigung (mindestens 20 Std.,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
34,pro Woche) sowie flexible Arbeitszeiten an.,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
35,Wir legen großen Wert auf die Vereinbarkeit von Familie und Beruf.,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
36,"Umfassende persönliche und fachliche Weiterentwicklung:  
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
37,"Alle Beschäftigten der confideon sind aufgefordert, sich im Rahmen der Arbeitszeit intern und extern regelmäßig fortzubilden.",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
38,"Wenn Du überzeugt bist, melde Dich bei uns und wir vereinbaren einen Termin zum Kennenlernen über Webkonferenz.",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,company
39,Tel.,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,other
40,"49 (30) 794 90 99 0  
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,other
41,Mail: info@confideon.,Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,other
42,"de
",Projektassistenz für Beratung und Digitalisierung m w d,confideon Unternehmensberatung GmbH,2021-04-30,other
