,sentence,jobTitle,company,estimatedDatePosted,label
0,Spannende Herausforderungen meistert man am besten in einem stimmigen Umfeld.,BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,other
1,"Mit einem zukunftsweisendem Arbeitgeber, der Sie individuell unterstützt und Ihnen auf Augenhöhe begegnet.",BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,company
2,Mit mehr als 15.,BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,other
3,000 Mitarbeitern in 51 Ländern weltweit ist die Volkswagen Financial Services AG mehr als Europas größter automobiler Finanzdienstleister.,BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,company
4,Wir sind der Schlüssel zur Mobilität.,BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,company
5,"Entdecken Sie jetzt die vielfältigen Möglichkeiten für Ihren Start bei der VW FS AG und starten Sie mit uns als:
",BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,other
6,"BI Data Engineer (m/w/d)
",BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,other
7,"Arbeitsort: Braunschweig
",BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,other
8,"Ihre Aufgaben
",BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,tasks
9,"Das Team ""BI Data Management"" ist für den Aufbau und die Bereitstellung eines zentralen Datenhaushaltes der Volkswagen Financial Services AG verantwortlich.",BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,tasks
10,"Aktuell umfasst der zentrale Datenhaushalt im Wesentlichen die Anforderungen des Risikomanagement, der IFRS9- Bilanzierung und des aufsichtsrechtlichen Meldewesens.",BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,tasks
11,"Dieser zentrale Datenhaushalt wird derzeit im Rahmen eines Projektes um weitere Anforderungen, wie z.",BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,tasks
12,ABS (asset backed securities) erweitert.,BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,tasks
13,Dieser zentrale Datenhaushalt wird zum Kern der Entwicklung der Volkswagen Financial Services zur data driven company.,BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,tasks
14,Sie haben Interesse diesen Weg mit uns aktiv zu gestalten?,BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,other
15,Dann sind Sie bei uns richtig!,BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,other
16,"Die Aufgaben des Data Engineers (m/w/d) umfassen:
",BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,tasks
17,"Modellieren von Daten in einem komplexen Datenmodell auf Grundlage fachlicher Anforderungen
",BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,tasks
18,"Gestalten zentraler BI Architekturen und Prozesse für die erforderliche Governance
",BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,tasks
19,"Konzipieren und Umsetzen anspruchsvoller Software-Lösungen in einer modernen Systemumgebung (SAP BWonHANA, SAP BW4HANA, Hadoop, Informatica)
",BI Data Engineer m w d,Volkswagen Financial Services AG,2021-05-04,tasks
