,sentence,jobTitle,company,estimatedDatePosted,label
0,Deine AufgabenGanzheitlich beraten - Mit deinen Teamkolleg*innen berätst du (inter-)nationale Unternehmen verschiedener Industrien zum Zukunftsthema Technische / Produkt Compliance / Produktkonformität.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,tasks
1,From strategy through execution - Dein Aufgabenspektrum umfasst die ziel- und risikoorientierte Gestaltung und Verankerung von Technischer und Produkt Compliance auf strategischer und operativer Ebene.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,tasks
2,"Beispielsweise in den Bereichen Entwicklung, Produktion und After-Sales sowie die Entwicklung und Implementierung eines effizienten Prozess- und Richtlinienmanagements.",Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,tasks
3,Compliance sicherstellen - Du analysierst und optimierst Kernprozesse des Produktlebenszyklus bzw der gesamten Wertschöpfungskette im Hinblick auf das dort verortete System von Maßnahmen sowie Kontrollen zur Steuerung und Sicherstellung von Produktkonformität.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,tasks
4,"Komplexität reduzieren - Du hilfst unseren Kunden dabei, Komplexität zu reduzieren und operationalisierbare Konzepte zu erstellen und umzusetzen.",Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,tasks
5,Projekte leiten - Je nach deiner Berufserfahrung leitest du als Senior Consultant einzelne Arbeitspakete oder als (Senior) Manager eines oder mehrere Projekte und kannst deine Führungskompetenz weiter ausbauen.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,tasks
6,Thought Leadership  - Mit deiner Expertise prägst du unser Angebot in einem innovativen Compliance Umfeld mit.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,tasks
7,Empowerment - Wir glauben nicht an Zufälle.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,other
8,Wir glauben an Kompetenzen und dich.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,other
9,https://pwc-karriere.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,other
10,"de/femaleleadership/ Dein ProfilDu hast dein Studium in (Wirtschafts-) Ingenieurwesen, Wirtschaftswissenschaften, (Wirtschafts-) Informatik oder (Wirtschafts-) Recht erfolgreich abgeschlossen.",Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,other
11,Du bringst mindestens 3 - 5 Jahre (Senior Consultant) bzw mehr als 5 Jahre ((Senior) Manager) einschlägige Berufserfahrung in relevanten Bereichen der Technischen / Produkt Compliance (z.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,skillset
12,"Entwicklung, Produktion oder zentralen Funktionen wie Qualitätsmanagement, Compliance, Governance, Internal Audit).",Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,skillset
13,Fragestellungen zu geltenden Regularien und gängigen Standards aus den Bereichen Qualitätsmanagement und Prozessmanagement beantwortest du sicher und mit der notwendigen Expertise.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,skillset
14,Als (Senior) Manager hast du bereits Erfahrungen in der Führung von Teams sammeln können.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,skillset
15,"Du verfügst über sehr gute MS Office Kenntnisse, insbesondere MS Excel & PowerPoint.",Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,skillset
16,Wünschenswert sind Kenntnisse in Power BI und / oder Alteryx.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,skillset
17,Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift sind für dich selbstverständlich.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,skillset
18,Die im Beratungsumfeld notwendige Flexibilität und Reisebereitschaft runden dein Profil ab.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,skillset
19,Mehr Infos zu PwCDu hast Talent.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,other
20,"Wir sind ein internationales Netzwerk aus 284000 Mitarbeiterinnen und Mitarbeitern, die ihr Wissen, ihre Erfahrungen und ihre Ideen miteinander teilen.",Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,company
21,"Du suchst einen herausfordernden, spannenden Job.",Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,company
22,Wir bieten dir als weltweit führende Wirtschaftsprüfungs- und Beratungsgesellschaft ein Maximum an Möglichkeiten für einen Karriereweg nach deinen Vorstellungen.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,company
23,"Du möchtest Verantwortung für deine Ergebnisse übernehmen, Lösungen gemeinsam mit dem Kunden entwickeln und einen Arbeitgeber mit passenden Werten.",Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,company
24,"Unser Denken und Handeln orientiert sich an Grundsätzen, die von Vertrauen, Respekt, Weitsicht und Wertschätzung geprägt sind.",Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,company
25,Du möchtest mehr über PwC erfahren?,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,other
26,UnternehmensprofilMehr Infos zum GeschäftsbereichIn unserem Geschäftsbereich Advisory (Consulting / Deals) verknüpfen wir fundierte Beratungskompetenz mit spezifischen Branchenkenntnissen.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,other
27,"Als Teil unseres Teams gestaltest du Prozesse, Organisationen oder IT-Systeme und berätst namhafte Unternehmen zu betriebs- und finanzwirtschaftlichen sowie regulatorischen Themen.",Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,other
28,Oder du begleitest den gesamten Transaktionsprozess und machst Unternehmen fit für die Zukunft.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,other
29,In allen Bereichen bieten wir unseren Kunden einzigartige Lösungen – von der Strategie bis zur Umsetzung.,Senior Consultant Senior Manager Technische Produkt Compliance w m d,PWC,2020-02-26,company
