,sentence,jobTitle,company,estimatedDatePosted,label
0,"Deine AufgabenKoordination & Weiterentwicklung - Du bist im Markets Enablement Team (MET) für das Priority Account Programm zuständig, das sich auf unsere wichtigsten Kunden fokussiert.",Manager Markets Enablement Team w m d,PWC,2021-04-27,tasks
1,"Ein wichtiger Teil deiner Aufgabe ist es, das Programm kontinuierlich weiterzuentwickeln, um auf die sich wandelnden Bedürfnisse und Anforderungen unserer Kunden bestmöglich einzugehen.",Manager Markets Enablement Team w m d,PWC,2021-04-27,tasks
2,Kommunikation & Stakeholdermanagement - Gemeinsam mit deinem Team sowie dem Markets Stab und relevanten Fachbereichen erarbeitest du Konzepte und setzt diese anschließend auch um.,Manager Markets Enablement Team w m d,PWC,2021-04-27,tasks
3,Hierbei arbeitest du eng mit einer Vielzahl von Stakeholdern aus allen Geschäftsbereichen zusammen.,Manager Markets Enablement Team w m d,PWC,2021-04-27,tasks
4,"Verantwortung - Durch deine Arbeit hast du die Gelegenheit, eine strategische Initiative von PwC mitzugestalten.",Manager Markets Enablement Team w m d,PWC,2021-04-27,tasks
5,"Zu deinen Themen gehören Account Planning & Management, Value Stories, Client Driver Development und die Unterstützung unserer Vertriebs-Teams.",Manager Markets Enablement Team w m d,PWC,2021-04-27,tasks
6,"Agiles Projektmanagement - Die Unterstützung der Geschäftsführung im Projektgeschäft, Gremienarbeit sowie die enge Zusammenarbeit mit wichtigen Stakeholdergruppen runden deine Aufgaben ab.",Manager Markets Enablement Team w m d,PWC,2021-04-27,tasks
7,"Dein ProfilDu bringst Unternehmergeist mit, identifizierst dich zu einem hohen Grad mit PwC und arbeitest gerne in einem dynamischen Team.",Manager Markets Enablement Team w m d,PWC,2021-04-27,skillset
8,"Du besitzt Erfahrung mit Sales und Marketing, idealerweise im Account Management und / oder Vertriebsarbeit.",Manager Markets Enablement Team w m d,PWC,2021-04-27,skillset
9,"Du verfügst über exzellente Kommunikationsfähigkeiten, analytische Kompetenz und Kreativität.",Manager Markets Enablement Team w m d,PWC,2021-04-27,skillset
10,Du kommunizierst souverän und bewegst dich in einer Matrix-Organisation mit vielen Stakeholdern sicher und eigenständig.,Manager Markets Enablement Team w m d,PWC,2021-04-27,skillset
11,"Du bringst erste praktische Erfahrung mit, eigenständig Projekte mit einem kleinen Projektteam zu leiten.",Manager Markets Enablement Team w m d,PWC,2021-04-27,skillset
12,"Eine schnelle Auffassungsgabe, eigenständiges Arbeiten, ausgeprägte Lösungsorientierung, Zuverlässigkeit und hohes Qualitätsbewusstsein zeichnen dich aus.",Manager Markets Enablement Team w m d,PWC,2021-04-27,skillset
