,sentence,jobTitle,company,estimatedDatePosted,label
0,BRUNATA Hamburg ist ein inhaber­ge­führtes mittel­ständisches Familien­unter­nehmen mit 470 Mitar­beitern und Teil der erfolg­reichen BRUNATA-METRONA-Gruppe.,Sachbearbeiter m w d Auftragsendbearbeitung Rechnungsvorbereitung mit Zusatzfunktion Key User SAP,BRUNATA Wärmemesser Hagen GmbH and Co KG,2021-05-09,company
1,Als einer der Markt­führer stehen wir seit mehr als sechs Jahr­zehnten für Know-how und Inno­vation bei allen Pro­zessen rund um die Erfas­sung und Abrech­nung von Energie- und Wasser­ver­brauch.,Sachbearbeiter m w d Auftragsendbearbeitung Rechnungsvorbereitung mit Zusatzfunktion Key User SAP,BRUNATA Wärmemesser Hagen GmbH and Co KG,2021-05-09,company
2,"Weitere Ge­schäfts­felder sind die Erstel­lung von Energie­aus­weisen, Trink­wasser­ana­lysen und Rauch­melder­service.",Sachbearbeiter m w d Auftragsendbearbeitung Rechnungsvorbereitung mit Zusatzfunktion Key User SAP,BRUNATA Wärmemesser Hagen GmbH and Co KG,2021-05-09,company
3,"Wir helfen Kosten gerecht zu ver­teilen, Energie zu sparen und die Um­welt zu schonen.",Sachbearbeiter m w d Auftragsendbearbeitung Rechnungsvorbereitung mit Zusatzfunktion Key User SAP,BRUNATA Wärmemesser Hagen GmbH and Co KG,2021-05-09,company
4,"In Hamburg suchen wir einen
",Sachbearbeiter m w d Auftragsendbearbeitung Rechnungsvorbereitung mit Zusatzfunktion Key User SAP,BRUNATA Wärmemesser Hagen GmbH and Co KG,2021-05-09,other
5,"Sachbearbeiter (m/w/d) Auftragsendbearbeitung / Rechnungsvorbereitung mit Zusatzfunktion Key-User SAP
",Sachbearbeiter m w d Auftragsendbearbeitung Rechnungsvorbereitung mit Zusatzfunktion Key User SAP,BRUNATA Wärmemesser Hagen GmbH and Co KG,2021-05-09,other
6,"Ihre Aufgaben
",Sachbearbeiter m w d Auftragsendbearbeitung Rechnungsvorbereitung mit Zusatzfunktion Key User SAP,BRUNATA Wärmemesser Hagen GmbH and Co KG,2021-05-09,tasks
7,"In dieser Funktion sind Sie verantwortlich für folgende Tätigkeiten:
",Sachbearbeiter m w d Auftragsendbearbeitung Rechnungsvorbereitung mit Zusatzfunktion Key User SAP,BRUNATA Wärmemesser Hagen GmbH and Co KG,2021-05-09,tasks
8,"Mitwirkung bei der Prozessgestaltung als auch Prozessoptimierung im derzeitigen ERP-System sowie Kontrolle und Nachsteuerung dieser Maßnahmen
",Sachbearbeiter m w d Auftragsendbearbeitung Rechnungsvorbereitung mit Zusatzfunktion Key User SAP,BRUNATA Wärmemesser Hagen GmbH and Co KG,2021-05-09,tasks
9,"Begleitung und Mitarbeit bei Tests sowie final bei der Implementierung der Prozesse auf SAP / S4 HANA
",Sachbearbeiter m w d Auftragsendbearbeitung Rechnungsvorbereitung mit Zusatzfunktion Key User SAP,BRUNATA Wärmemesser Hagen GmbH and Co KG,2021-05-09,tasks
