,sentence,jobTitle,company,estimatedDatePosted,label
0,"Wir suchen Unterstützung in der Kommunikationsabteilung der internationalen Designmesse blickfang GmbH mit Sitz in Stuttgart
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,company
1,"Trainee PR für 12 Monate
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,other
2,"Der Start ist in Abstimmung mit Dir zwischen Juni und August 2021 möglich
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,other
3,"Du hast gemerkt, dass Kommunikation Deine große Stärke und deine Leidenschaft ist?",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
4,Jetzt möchtest du stärker in den Bereichen Konzeption und Strategie arbeiten?,Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
5,"Du bist ein aufgeschlossener und zuverlässiger Mensch, der Spaß daran hat, die Geschichten hinter Menschen und deren Schaffen zu entdecken und aufzubereiten?",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
6,"Wenn Du darüber hinaus für gute Gestaltung und faire Mode brennst, tolle Ideen mitbringst und den notwendigen Biss besitzt, etwas zu bewegen – dann suchen wir genau Dich!",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
7,"Was du bei uns machen wirst
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,tasks
8,Du arbeitest direkt an allen relevanten Projekten mit und übernimmst schnell eigene Themen und Aufgaben.,Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,tasks
9,"Wir decken verschiedene Bereiche ab und du hast die Möglichkeit, eigene Schwerpunkte im Team zu setzen, wie etwa
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,tasks
10,"PR-Aktivitäten mit dem Themenschwerpunkt Design, Interior und Mode
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,tasks
11,"Redaktionelle Tätigkeiten, wie   ",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,tasks
12,"Verfassen von Pressetexten, Pressemitteilungen und Statements
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,tasks
13,"Umsetzung von PR- und Kommunikations-Maßnahmen, insbesondere auch Social-Media
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,tasks
14,"Unterstützung bei der Pressearbeit auf Messen
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,tasks
15,Medienbetreuung und Bearbeitung von Medien- oder Influenceranfragen.,Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,tasks
16,Pflege des Presseverteilers.,Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,tasks
17,Sowie Organisation von Aussendungen und Mailings.,Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,tasks
18,"Erstellung von Präsentationen und Reports
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,tasks
19,"Unser*e Wunschkandidat: in hat
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
20,"Abgeschlossenes Studium,   ",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
21,"mit Schwerpunkt Kommunikation, Kulturwissenschaften, Innenarchitektur oder vergleichbare Qualifikation, die zu blickfang-Themen passen
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
22,Erfahrung im Schreiben von Texten.,Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
23,Und ein sehr gutes Sprachgefühl.,Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
24,"Bestenfalls erste PR-Erfahrung als Praktikant: in oder Werkstudent: in in einer Agentur oder in einem Unternehmen
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
25,"Routinierter Umgang mit den gängigen Office-Programmen und mit Social Media Kanälen wie Instagram, Pinterest und Facebook
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
26,"Grundkenntnisse im Grafik- und Design-Bereich
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
27,"starke Affinität zu Kommunikationsthemen und Design-, Interior- und Mode-Themen
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
28,"Gute Englischkenntnisse in Wort und Schrift
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,skillset
29,"Das ist die blickfang
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,company
30,"Die blickfang ist eine internationale Designmesse für Möbel, Mode und Schmuck.",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,company
31,"Seit über 29 Jahren bieten wir zwischen 120 und 220 Designern an den sieben Standorten Basel, Stuttgart, Hamburg, Wien, Düsseldorf und Zürich eine Plattform, ihre Produkte einem breiten Publikum zu präsentieren und zu verkaufen.",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,company
32,Die blickfang ist im jeweiligen Land die größte Designveranstaltung ihrer Art.,Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,company
33,"Deine Bewerbung
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,other
34,"Wenn Du Interesse an den Herausforderungen bei der blickfang GmbH hast, sende uns bitte Deine vollständigen, aussagekräftigen Bewerbungsunterlagen mit Anschreiben, gerne auch mit ersten Arbeitsproben bis zum 24 Mai an:
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,other
35,"Carmen Fischer
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,other
36,"Fragen zum Trainee
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,other
37,"Carmen Fischer
",Trainee PR für 12 Monate Der Start ist in Abstimmung mit Di neu,blickfang GmbH,2021-05-04,other
