,sentence,jobTitle,company,estimatedDatePosted,label
0,"Für unseren Vertriebsbereich suchen wir Praktikant*innen, die Spaß an der Interaktion mit Menschen haben, gerne diskutieren, andere überzeugen und keine Berührungsängste mit bei Menschen, die sie noch nicht kennen, haben.",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,company
1,"Deine Aufgaben:
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,tasks
2,Du wirst im Team „Sales“ arbeiten und viel Zeit mit Kommunikation mit Anbietern von Flächen und Unternehmen verbringen.,Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,tasks
3,Deine Aufgaben bestehen aus Kommunikation und Strategie.,Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,tasks
4,"Dazu gehören:
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,tasks
5,"Telefonische und E-Mail-Ansprache von Anbietern von freien Schreibtischen
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,tasks
6,"Planung und Durchführung des Nachfassens bei angefragten Anbietern
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,tasks
7,"Kundenservice für Anbieter
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,tasks
8,"Mitwirkung bei der Planung der Vertriebsaktivitäten
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,tasks
9,"Aufbau und Pflege des CRMs
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,tasks
10,"Erstansprache von Unternehmen
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,tasks
11,"Analyse und Optimierung der Sales-Aktivitäten
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,tasks
12,"Keine Angst, wenn du die Methoden noch nicht beherrschst.",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,tasks
13,Du hast hier die Chance sehr viel sehr schnell zu lernen.,Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,other
14,"Dein Profil
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,skillset
15,"Du magst Menschen, bist begeisterungsfähig und schaffst es andere von etwas zu begeistern.",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,skillset
16,"Du hast Spaß daran, mit Menschen zu kommunizieren und sie zu überzeugen.",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,skillset
17,"Du magst es Telefonate strategisch, also zielgerichtet, zu führen.",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,skillset
18,"Außerdem würden folgende Eigenschaften für dich sprechen:
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,skillset
19,"Neben Menschen magst du auch Computer und Computer mögen dich
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,skillset
20,"Du beherrschst die deutsche Sprache in Wort und Schrift
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,skillset
21,"Du verstehst Englisch und hast Lust es auch mal im Berufskontext einzusetzen (wenn nicht, auch nicht schlimm)
",Praktikant in im Bereich Vertrieb m w d neu,Independesk GmbH,2021-05-31,skillset
