,sentence,jobTitle,company,estimatedDatePosted,label
0,Bancassurance – der Vertrieb von Versicherungsprodukten über den Bank­schalter – zählt heute zu den erfolg­reichsten Kon­zepten im inter­natio­nalen Markt.,Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,company
1,Die PB Versiche­rungen sind in diesem Geschäfts­feld exklusiver Kooperationspartner der Postbank.,Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,company
2,Als Unter­nehmen des Talanx Konzerns schaffen wir Synergien und ver­binden das Know-how eines der großen Ver­sicherer Europas mit dem dichtes­ten Filial­netz und einem der größten mobilen Bank­vertriebe Deutschlands.,Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,company
3,"Betriebswirt (m/w/d), Bankkaufmann (m/w/d), Kaufmann (m/w/d) für Versicherungen und Finanzen o.",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,other
4,"als
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,other
5,"Key Account Manager (m/w/d)
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,other
6,"Region Ost
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,other
7,"Ihre Aufgaben
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,tasks
8,"Sie verstehen etwas von Finanz­dienst­leistungen und wissen, wie man eine Partner­schaft pflegt?",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,skillset
9,Wunderbar.,Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,other
10,Denn bei uns können Sie eine exklusive Partner­schaft weiter­ent­wickeln und auf ein­gespielte Synergien setzen.,Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,company
11,"Ihre Aufgabe besteht darin, die Vermarktung unserer Versicherungsprodukte bei unserem Partner Postbank weiter auszubauen und u.",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,tasks
12,die beiden Vertriebskanäle Filialvertrieb (stationär) und Finanzberatung (mobil) optimal zu nutzen.,Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,tasks
13,Sie trainieren und coachen die Mitarbeiter der Postbank in der Versicherungsberatung und verantworten den Versicherungsumsatz in Ihrem Gebiet.,Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,tasks
14,"Im Team entwickeln Sie Betreuungs­systeme und Vertriebs­konzepte, die Sie vor Ort in Abstimmung mit unserem Part­ner umsetzen.",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,tasks
15,"Ihr Profil
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,skillset
16,"Eine abgeschlossene Ausbildung als Bank­kaufmann (m/w/d) oder Kaufmann (m/w/d) für Versiche­rungen und Finanzen oder ein abge­schlossenes wirt­schafts­wissen­schaftliches Studium
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,skillset
17,"Mehrjährige Berufs­erfahrung im Ver­trieb von Finanz­dienst­leistungen
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,skillset
18,"Zielgruppenorientierte Präsentations- und Kommuni­kations­affinität
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,skillset
19,"Schulungs- und Coachingerfahrung
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,skillset
20,"Hohes Engagement und Begeiste­rungs­fähigkeit
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,skillset
21,"Reisebereitschaft
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,skillset
22,"Was wir bieten
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,company
23,"Einen Arbeitgeber, der Potenziale schnell erkennt und konse­quent fördert
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,company
24,"Eine intensive, viermonatige Ein­arbeitung
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,company
25,"Individuelle Weiterbildung und Entwick­lung, wie ein Studium oder eine Fach­berater-/Fach­wirt­ausbildung
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,company
26,"Flache Hierarchien in einem moti­vierten, inno­vativen Team
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,company
27,"Einen großen Handlungs­spielraum und die Frei­heit, Ihre Ideen um­zusetzen
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,company
28,"Eine moderne IT-Ausstattung (Laptop, Diensthandy, Tablet) und einen Dienst­wagen (alles auch zur privaten Nutzung)
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,company
29,"Ein attraktives Gehaltspaket mit Beteiligung am Unter­nehmens­ergebnis, betrieb­licher Alters­ver­sorgung und ver­mögens­wirksamen Leis­tungen
",Key Account Manager m w d Region Ost,PB Versicherungen,04/05/2021,company
