,sentence,jobTitle,company,estimatedDatePosted,label
0,"WHAT YOU WILL DO
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,tasks
1,Wir sind bewusst anders als andere Vermittlungen und Pflegedienste: innovativ statt konservativ.,Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,company
2,Digital statt analog.,Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,company
3,"Und immer authentisch auf zwei Zielgruppen fokussiert, denn das Glück unserer Pflegekräfte ist uns genauso so wichtig wie das Zufriedenheit unserer Kunden und ihrer Angehörigen.",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,company
4,"Zu deinen Aufgaben gehört die adäquate Kommunikation in beide Richtungen:
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,tasks
5,"Erfolgreiche Marketingkampagnen von der Idee bis zur Realisierung umsetzen
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,tasks
6,"Marketingstrategie entwickeln für den Aufbau und Visualisierung unserer Marke, festgehalten in unseren CI Guidelines
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,tasks
7,"Ansprechende Inhalte für unsere Website und Social Media Kanäle kreieren und verwalten
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,tasks
8,"Erstellung von Marketingmaterialien von Website-Bannern bis hin zu Papier-Broschüren in Zusammenarbeit mit unserem Graphic Designer
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,tasks
9,"Desktop Recherche sowie Pfleger / Kunden Interviews durchführen und Pfleger-Profile / Kunden-Berichte verfassen
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,tasks
10,"Performance messen und neue Erkenntnisse nutzen um Initiativen entsprechend anzupassen
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,tasks
11,"Aufbau strategischer Beziehungen und Kooperationen mit wichtigen Partnern (  Agenturen)
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,tasks
12,"Das Marketingbudget überwachen und die Mittel sinnvoll einsetzen
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,tasks
13,"Verwaltung aller relevanten Trademarks
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,tasks
14,Es wird immer Platz für großartige Ideen geben – komm so wie Du bist und teile sie mit uns!,Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,company
15,"YOUR PROFILE
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,skillset
16,"BSc/MSC-Abschluss in Marketing oder einer vergleichbaren Fachrichtung
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,skillset
17,"Nachweisbare Erfahrung in Bereichen des on- und offline Marketings
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,skillset
18,"Erfahrung in und Interesse an der Kommunikation im Healthcare Bereich
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,skillset
19,"Grundkenntnisse zur Designerstellung (Adobe Photoshop, Canva)
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,skillset
20,"Kreativer Kopf um zwei ganz unterschiedliche Zielgruppen anzusprechen
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,skillset
21,"Sinn für Ästhetik und Kreativität in der Umsetzung
",Marketing Manager m w d neu,Frontida UG haftungsbeschränkt and Co KG,2021-05-05,skillset
