,sentence,jobTitle,company,estimatedDatePosted,label
0,"coffee perfect – das ist nicht nur ein Unternehmen, es ist eine Idee, die von zahlreichen Mitarbeiterinnen und Mitarbeitern tagtäglich mit Leben gefüllt wird.",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,company
1,Geboren aus der Leidenschaft für Kaffee und gewachsen in der Entwicklung bedarfsgerechter Frischwasserspender ist coffee perfect zu einem der erfahrensten Getränkeversorger im Business-Bereich geworden.,Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,company
2,Zeit für den nächsten Karrieresprung?,Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,company
3,"Unser Team sucht Verstärkung durch einen
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,other
4,"Produktmanager / Category Manager / Einkäufer (m/w/d)
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,other
5,"in unserer Unternehmenszentrale in Osnabrück
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,other
6,"Tätigkeitsgebiete:
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,tasks
7,"Aufbau von innovativen, marktgerechten Sortimenten im Bereich Kaffee (Gerätetechnik, Füllprodukte und entsprechendes Zubehör)
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,tasks
8,"Betreuung der zugeordneten Produktgruppen inklusive Analyse des Wettbewerbs
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,tasks
9,"Festlegung der optimalen Bestellmengen, pflege der Artikelstammdaten sowie die Ausarbeitung von Anfragen, Angebotseinholung und –ausarbeitung
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,tasks
10,"Beobachtung, Analyse und Umsetzung der Einkaufsstrategie unter Berücksichtigung der Marktsituation
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,tasks
11,"Preisverhandlungen mit internationalen Lieferanten und Abschluss von Kontrakten
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,tasks
12,"Entwicklung und Umsetzung von Maßnahmen in den Bereichen Sortimentsoptimierung, Kostenreduzierungen und Verbesserung der Versorgungssicherheit
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,tasks
13,"Pflege und Weiterentwicklung der Lieferantenbeziehungen Analyse betriebswirtschaftlicher Daten
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,tasks
14,"Entwicklung, Durchführung und Reporting von Projekten
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,tasks
15,"Wir suche eine Person, …
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,skillset
16,die eine kaufmännische Berufsausbildung erfolgreich absolviert haben und bereits mehrjährige Berufserfahrung in einer vergleichbaren Position in einem Handelsunternehmen gesammelt hat und Kenntnisse in der Außenwirtschaft mitbringt.,Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,skillset
17,"die ihre strukturierte und zielorientierte Arbeitsweise durch Kommunikationsgeschick, eine starke Verhandlungssicherheit und Lösungskompetenz geprägt ist.",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,skillset
18,"bei der passgenaue Lieferantenauswahl, Lieferantentwicklung und dessen Management für Sie zum Daily-Doing gehören.",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,skillset
19,"die Ihre konzeptionelle Denkweise, Ihr gutes Zahlenverständnis sowie Ihre Planungs- und Organisationsstärke optimal zum Einsatz bringen möchte.",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,skillset
20,"für die die Durchführung, Begleitung, eigenständige Verhandlung und der finale Abschluss von Verträgen mit Lieferanten Routine sind.",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,skillset
21,die bei der Umsetzung der Einkaufspolitik bzw bei der Optimierung der operativen Einkaufssysteme und –prozesse mitwirken möchte.,Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,skillset
22,"für die eine ausgeprägte Dienstleistungsorientierung, Organisationsgeschick und ein hohes Maß an Verantwortungsbewusstsein für selbstverständlich ist.",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,skillset
23,die für Arbeit im Team steht und die technische Geräte begeistern.,Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,skillset
24,"für die der Umgang mit den MS-Office-Produkten genauso selbstverständlich ist, wie mit einem ERP-System und die verhandlungssichere Englischkenntnisse in Wort und Schrift besitzt.",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,skillset
25,"Es wartet auf Sie …
",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,company
26,ein Aufgabengebiet in einem wachsenden Unternehmen mit flachen Hierarchien und kurzen Entscheidungswegen.,Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,company
27,"ein leistungsförderndes, 100%tiges Familienunternehmen sowie eine professionelle Einarbeitung.",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,company
28,"viel Raum für persönliche und fachliche Entwicklung, sowie Weiterbildungs- und Qualifizierungsmöglichkeiten.",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,company
29,ein hervorragendes Arbeitsklima und kompetente Unterstützung im Tagesgeschäft.,Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,company
30,"Frisches Obst, Wasser und leckerer Kaffee.",Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,company
31,ein modernes Büro im Loft-Design.,Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,company
32,eine zukunftssichere Branche.,Produktmanager Category Manager Einkäufer m w d,coffee perfect GmbH,2021-06-25,company
