,sentence,jobTitle,company,estimatedDatePosted,label
0,"PlanetHome
",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,other
1,Wir sind einer der führenden Immobilienvermittler und -finanzierer in Deutschland und Österreich.,Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,company
2,"Unser Team sorgt für die beste Lösung beim Immobilienverkauf, -besitz oder -erwerb!",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,company
3,"Mit einem stabilen Netzwerk von verlässlichen Kooperationspartnern aus dem Banken- und Versicherungsumfeld im Rücken, ergibt sich für unsere Makler ein hervorragendes Umsatzpotential!",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,company
4,"Starte mit uns durch, wir suchen Dich für den Standort Bamberg / Coburg als
",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,other
5,"Immobilienmakler / Immobilienberater (m/w/x)
",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,other
6,"Deine Aufgaben:
",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,tasks
7,Du verantwortest die erfolgreiche Immobilienvermittlung von der Objektakquise bis zum Notartermin.,Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,tasks
8,Anstatt Kaltakquise zu betreiben pflegst du dein Netzwerk mit unseren Kooperationspartnern aus dem Finanzdienstleistungsumfeld.,Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,tasks
9,Du generierst und bearbeitest die Verkäufer-Tipps unserer Kooperationspartner und spielst wertvolle Finanzierungs-Leads zurück.,Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,tasks
10,Du führst eine professionelle Objektbewertung durch und agierst gegenüber deinen Kunden als Vertrauensperson während des gesamten Verkaufsprozesses.,Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,tasks
11,Die Exposé-Erstellung und Planung der Vermarktungsstrategien liegen in deiner Verantwortung.,Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,tasks
12,Während Besichtigungsterminen präsentierst du die Immobilien leidenschaftlich und professionell.,Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,tasks
13,"Die Verkaufsverhandlungen zwischen Eigentümern und Käufer führst du erfolgreich zum Abschluss
",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,tasks
14,"Dein Profil:
",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,skillset
15,"Du hast eine abgeschlossene Ausbildung als Immobilienkaufmann /-frau, Bankkaufmann/-frau oder Versicherungsfachmann/-frau.",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,skillset
16,Alternativ bringst du ein Studium der Immobilienwirtschaft oder eine vergleichbare Qualifikation mit.,Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,skillset
17,"Du konntest mehrjährige Erfahrung in der Vermittlung von Immobilien, Versicherungen oder Finanzdienstleistungsprodukten sammeln.",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,skillset
18,Du brennst für den Vertrieb und die optimale Kundenbetreuung steht für dich an erster Stelle.,Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,skillset
19,Deine kommunikative Art setzt du gewinnbringend ein und hast Freude am Umgang mit anspruchsvollen Kunden sowie Kooperationspartnern.,Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,skillset
20,"Deine hohe Eigenmotivation treibt dich an, denn du willst Ziele nicht nur erreichen, sondern auch übertreffen.",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,skillset
21,"Deine Vorteile:
",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,company
22,Bei uns arbeitest du in Festanstellung - Vollzeit - inklusiv 30 Tagen Urlaub.,Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,company
23,"Wir bieten dir ein attraktives Vergütungsmodell mit fixem Grundgehalt, ungedeckelter Provision ab dem ersten Euro und großartigen Vertriebsincentives.",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,company
24,"Damit du deine Kooperationspartner aus dem Banken- und Versicherungsumfeld optimal betreuen kannst, stellen wir dir umsatzabhängig einen Firmenwagen zur Verfügung.",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,company
25,"Wir statten dich mit iPhone und Notebook aus, so kannst du flexibel und mobil arbeiten.",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,company
26,"Unser schlagkräftiger Vertriebsinnendienst sorgt dafür, dass du dich voll und ganz auf den Verkauf konzentrieren kannst.",Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,company
27,Unsere PlanetHome Akademie hält dich mit aktuellen Trainings und Schulungen fit.,Immobilienmakler   Immobilienberater  m w x,PlanetHome Group GmbH,2021-04-24,company
