,sentence,jobTitle,company,estimatedDatePosted,label
0,"Einleitung
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,other
1,Si Us Instruments® GmbH ist ein innovatives Medizintechnik Unternehmen mit Sitz in Berlin und produziert und vertreibt chirurgische Einmalinstrumente und OP-Sets sowie medizinische Schutzausrüstung.,Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,company
2,"Ihre Aufgaben
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,tasks
3,Welche Aufgaben erwarten Sie?,Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,tasks
4,"Auftrags- und Rechnungsbearbeitung:
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,tasks
5,"Kundenaufträge entgegennehmen und bearbeiten
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,tasks
6,"Angebote unterbreiten und einholen
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,tasks
7,"Eingangsrechnungen/Lieferscheine kontrollieren
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,tasks
8,"Zahlungs- und Liefertermine überwachen
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,tasks
9,"Ausgangsrechnungen/Lieferscheine erstellen
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,tasks
10,"Arbeit mit Warenwirtschaftssystemen
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,tasks
11,"Ihr Profil
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
12,Welche Voraussetzungen sollten Sie mitbringen?,Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
13,Ausbildung zum/zur Bürokaufmann/-frau oder Kaufmann/-frau für Bürokommunikation und/oder einschlägige Berufserfahrung in einem der genannten Berufe möglichst mit Erfahrung im Industrie- bzw.,Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
14,"Produktionsbetrieb, gern auch mit Erfahrung in der Gesundheitsbranche (beispielsweise als Fachpflegekraft im Operationsdienst)
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
15,"Gute Sprachkenntnisse Deutsch und Englisch und sehr gute Kommunikationsfähigkeit
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
16,"Sehr gute Kenntnisse in MS Office Programmen
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
17,"Strukturiertes, analytisches und selbständiges Arbeiten
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
18,"Sehr ausgeprägte Kommunikationsfähigkeiten
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
19,"Freundliches und professionelles Auftreten
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
20,"Ausgeprägter Servicegedanke
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
21,"Freude am Umgang mit anderen Menschen
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
22,"Hohes Maß an Eigenverantwortung
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
23,"Flexibilität und Lernbereitschaft
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
24,"Kundenorientiertes Denken und Handeln
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
25,"Ausgeprägter Sinn für Qualität, Ordnung & Sauberkeit
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,skillset
26,"Wir bieten
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,company
27,Was bieten wir Ihnen?,Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,company
28,"Ein ambitioniertes und leistungsstarkes Team
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,company
29,"Einen sicheren Arbeitsplatz mit Gestaltungsfreiraum
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,company
30,"Eine individuelle Einarbeitung
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,company
31,"Ein leistungsgerechtes Gehalt
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,company
32,"Gute Vereinbarkeit von Familie und Beruf
",Mitarbeiter Vertriebsinnendienst m w d,Si Us Instruments GmbH,2021-05-12,company
