,sentence,jobTitle,company,estimatedDatePosted,label
0,Ort: 50933 Köln |,Senior Data Analyst m w d Customer Insights Data Scientist,REWE Beteiligungs Holding International GmbH,2021-03-09,other
1,"Vertragsart: Vollzeit, unbefristet |",Senior Data Analyst m w d Customer Insights Data Scientist,REWE Beteiligungs Holding International GmbH,2021-03-09,other
2,"Job-ID: 197585 Was wir zusammen vorhaben: Als Teilbereich des strategischen Marketings von PENNY International ist der Bereich Customer Relationship Management Kompetenzcenter und erster Ansprechpartner für unsere Länder rund um die Themen Kundenbindung, Digitales & CRM.",Senior Data Analyst m w d Customer Insights Data Scientist,REWE Beteiligungs Holding International GmbH,2021-03-09,company
3,Mit der Definition der übergreifenden Strategie und internationalen Projekten treiben wir die erfolgreiche Entwicklung der Länder im Bereich Kundenbindung weiter voran und unterstützen die zukunftsweisende Digitalisierung unserer Kundenprozesse.,Senior Data Analyst m w d Customer Insights Data Scientist,REWE Beteiligungs Holding International GmbH,2021-03-09,company
4,Was Sie bei uns bewegen: Die Analyse von Daten sowie das Lösen komplexer Fragestellungen bereiten Ihnen Freude?,Senior Data Analyst m w d Customer Insights Data Scientist,REWE Beteiligungs Holding International GmbH,2021-03-09,skillset
5,Außerdem empfinden Sie eigenen Gestaltungsspielraum in Ihren Aufgaben als motivierend?,Senior Data Analyst m w d Customer Insights Data Scientist,REWE Beteiligungs Holding International GmbH,2021-03-09,skillset
6,"Dann finden Sie bei PENNY International, wonach Sie suchen!",Senior Data Analyst m w d Customer Insights Data Scientist,REWE Beteiligungs Holding International GmbH,2021-03-09,other
7,Denn als Teil des CRM-Teams von PENNY International sind Sie zentraler Ansprechpartner für die Weiterentwicklung des Themas Customer Insights in unseren PENNY Ländern.,Senior Data Analyst m w d Customer Insights Data Scientist,REWE Beteiligungs Holding International GmbH,2021-03-09,tasks
8,Den Kunden wirklich verstehen!,Senior Data Analyst m w d Customer Insights Data Scientist,REWE Beteiligungs Holding International GmbH,2021-03-09,other
9,Forcierung der kundenzentrierten Denkweise durch laufende Analyse von Kundendaten.,Senior Data Analyst m w d Customer Insights Data Scientist,REWE Beteiligungs Holding International GmbH,2021-03-09,tasks
