,sentence,jobTitle,company,estimatedDatePosted,label
0,Be one step ahead!,Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,other
1,Wir suchen Sie als Dialogmarketing auch für Quereinsteiger (m/w/d) Inbound für einen langfristigen Einsatz mit der besten Übernahmechance bei unserem namhaften Kunden.,Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,company
2,"Das sind Ihre Aufgaben
",Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,tasks
3,Keine Werbeanrufe!,Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,tasks
4,"Keine Aquise, kein verkauf!",Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,tasks
5,"Sie werden von bestehenden Kunden in Verwaltungs- und Servicefragen angerufen (Inbound)
",Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,tasks
6,Sie übernehmen Back-Office-Tätigkeiten.,Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,tasks
7,"Dazu gehören: E-Mails schreiben, Aufträge erfassen, Telefonnummern recherchieren, Adressen qualifizieren
",Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,tasks
8,"Das wünschen wir uns von Ihnen
",Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,skillset
9,"Gute Deutsch- und Computerkenntnisse
",Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,skillset
10,"Ausgeprägte Kommunikationsfähigkeit
",Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,skillset
11,"Das bieten wir Ihnen
",Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,company
12,"Ein unbefristetes Arbeitsverhältnis
",Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,company
13,"Ein attraktives und sicheres Einkommen
",Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,company
14,"Einsatzmöglichkeiten mit exzellenten Übernahmechancen
",Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,company
15,"Eine persönliche Betreuung und immer ein offenes Ohr in unserem Büro
",Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,company
16,Sie haben Lust mit anzupacken?,Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,company
17,Dann freuen wir uns auf Ihre Bewerbung!,Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,other
18,Go ahead and be on top!,Dialogmarketing auch für Quereinsteiger  m w d  Inbound neu,Ahead Personal 3 8,2021-04-29,other
19,Die Alfred Ritter GmbH & Co.,Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,other
20,KG ist mit   ,Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,other
21,"650 Beschäftigten weltweit und der bekannten Marke Ritter Sport eines
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,company
22,der erfolgreichen Süßwarenunternehmen unserer Zeit in Familienhand.,Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,company
23,"Mit immer wieder neuen Sorten begeistern
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,company
24,wir die Schokoladenliebhaber national wie international.,Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,company
25,"Eine konsequente strategische Markenführung und höchste
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,company
26,Ansprüche an die Produktqualität zeichnen uns aus.,Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,company
27,"Für unseren Bereich Marketing Deutschland suchen wir Dich als
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,company
28,"Praktikant*in Online Marketing
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,other
29,"Deine Kernaufgaben
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,tasks
30,"Allgemeine Unterstützung des Kommunikationsteams
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,tasks
31,"Selbstständige Bearbeitung von Social-Media-Aufgaben (Community-Management, redaktionelle
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,tasks
32,"Planung, Erstellung von Reportings, Betreuung kleiner Projekte, Agentursteuerung)
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,tasks
33,"Verantwortung für Webseite und Newsletter (Konzeption und Umsetzung)
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,tasks
34,"Erstellung von Potential-, Markt-, Wettbewerbsanalysen
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,tasks
35,"Dein Profil
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,skillset
36,"Fortgeschrittenes Studium in der Fachrichtung BWL mit Schwerpunkt Marketing (idealerweise Master-
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,skillset
37,"Studenten)
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,other
38,"Erfahrung im Social Media Bereich ist von Vorteil
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,skillset
39,"Gute Englischkenntnisse
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,skillset
40,"Sicherer Umgang mit MS Office
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,skillset
41,"Motiviert und teamfähig
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,skillset
42,"Das kannst Du von uns erwarten
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,company
43,"Eine professionelle Einarbeitung
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,company
44,"Die Möglichkeit, dein Fachwissen stetig zu erweitern
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,company
45,"Ein motivierendes und inspirierendes Umfeld
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,company
46,"Ein anspruchsvolles und abwechslungsreiches Aufgabengebiet
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,company
47,Zeitraum: 01.,Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,other
48,09.,Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,other
49,2021 bis 28.,Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,other
50,02.,Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,other
51,"2022
",Praktikant in Online Marketing neu,Alfred Ritter GmbH and Co KG,2021-05-05,other
