,sentence,jobTitle,company,estimatedDatePosted,label
0,"Deine AufgabenFachliche Expertise – Wenn du dich für alle Formen des Penetration Testing und Red Teamings begeisterst und Cyber Security deine Leidenschaft ist, dann bieten wir dir ebenso vielfältige wie herausfordernde Aufgaben.",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,company
1,"Incident Response Management – Dein Einsatz erfolgt als Incident Response Professional zur eigenständigen Unterstützung unserer Mandanten in allen technischen Fragestellungen eines Cyber-Angriffes im Krisenfall (Identifikation, Eingrenzung, Eindämmung, Reparatur/Neuaufbau, Lessons Learned).",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,tasks
2,Weiterentwicklung - Gemeinsam mit deinem Team entwickelst du unsere Penetration Testing/Red Teaming/Incident Response Vorgehensweisen weiter.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,tasks
3,Verantwortung - Je nach Erfahrung verantwortest du die Personal- und Einsatzplanung deines Teams.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,tasks
4,Du leitest (Teil-)Projekte und garantierst dadurch den reibungslosen Ablauf.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,tasks
5,Dabei übernimmst du auch Projektmanagement-Tätigkeiten.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,tasks
6,"Dein ProfilDu verfügst über ein abgeschlossenes MINT-Studium und weist ein technisches Profil durch Werkstudententätigkeit und/oder Praktika vor oder verfügst über mindestens 3 Jahre Berufserfahrung mit einem technischen Kernprofil in folgenden SchwerpunktenDeine Schwerpunkte: Penetration Testing, Vulnerability Management, Incident Response, Cyber Angriffstechniken, Source Code Analyse, Reverse Engineering, Malware Analyse, Cyber Forensik, Web Application Security, Secure Design, High Performance Web Portal Security, Workstation Security, Mobile Device SecurityDu hast eine Reisebereitschaft und bist offen für Learn & Teach.",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,skillset
7,Eine Flexibilität im Einsatz gehört zu deinen Stärken.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,skillset
8,Sehr gute Deutsch- und Englischkenntnisse runden dein Profil ab.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,skillset
9,Mehr Infos zu PwCDu hast Talent.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
10,"Wir sind ein internationales Netzwerk aus 284000 Mitarbeiterinnen und Mitarbeitern, die ihr Wissen, ihre Erfahrungen und ihre Ideen miteinander teilen.",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,company
11,"Du suchst einen herausfordernden, spannenden Job.",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,company
12,Wir bieten dir als weltweit führende Wirtschaftsprüfungs- und Beratungsgesellschaft ein Maximum an Möglichkeiten für einen Karriereweg nach deinen Vorstellungen.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,company
13,"Du möchtest Verantwortung für deine Ergebnisse übernehmen, Lösungen gemeinsam mit dem Kunden entwickeln und einen Arbeitgeber mit passenden Werten.",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,company
14,"Unser Denken und Handeln orientiert sich an Grundsätzen, die von Vertrauen, Respekt, Weitsicht und Wertschätzung geprägt sind.",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,company
15,Du möchtest mehr über PwC erfahren?,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
16,UnternehmensprofilMehr Infos zum GeschäftsbereichIn unserem Geschäftsbereich Advisory (Consulting / Deals) verknüpfen wir fundierte Beratungskompetenz mit spezifischen Branchenkenntnissen.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
17,"Als Teil unseres Teams gestaltest du Prozesse, Organisationen oder IT-Systeme und berätst namhafte Unternehmen zu betriebs- und finanzwirtschaftlichen sowie regulatorischen Themen.",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,company
18,Oder du begleitest den gesamten Transaktionsprozess und machst Unternehmen fit für die Zukunft.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,company
19,In allen Bereichen bieten wir unseren Kunden einzigartige Lösungen – von der Strategie bis zur Umsetzung.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,company
20,Du möchtest mehr über den Geschäftsbereich erfahren?,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
21,"Weitere Informationen9 Standorte bieten diese Stelle an Berlin, Düsseldorf, Essen, Frankfurt a.",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
22,"Hamburg, Hannover, Köln, München, StuttgartDu möchtest wissen, an welchen Standorten PwC vertreten ist?",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
23,Kein Problem.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
24,Klicke den Button.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
25,"Mehr erfahrenKontakt / AnsprechpartnerMaria Petri,Tel.",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
26,49 211 981-4799 Bei konkreten Fragen zu der ausgeschriebenen Stelle kannst du dich gerne an Maria Petri wenden.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
27,Gerne kannst du dich bei uns in Deutsch oder Englisch bewerben.,Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
28,"Wenn du Schwierigkeiten mit deiner Bewerbung, oder allgemeine Fragen zu PwC und den Einstiegsmöglichkeiten hast, stehen wir dir unter 069 9585 6800 jederzeit zur Verfügung.",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
29,"hiringOrganization""
",Penetration Tester Incident Response Professional w m d,PWC,2020-12-18,other
