,sentence,jobTitle,company,estimatedDatePosted,label
0,"Hamburg, Deutschland
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,other
1,"Vollzeit
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,other
2,"Unternehmensbeschreibung
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,other
3,"Eurofins ist ein internationales Life-Science-Unternehmen, das Kunden aus verschiedenen Branchen ein einzigartiges Angebot an Analytik-Dienstleistungen anbietet.",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
4,"Das Unternehmen ist ein weltweit führender Anbieter von Analytik für Lebensmittel, Umwelt, pharmazeutische und kosmetische Produkte sowie von agrarwissenschaftlichen Auftragsforschungs-Dienstleistungen (CRO).",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
5,"Aufgrund der aktuellen Situation hat Eurofins eine Reihe von SARS-CoV-2-Tests entwickelt, um der Coronavirus-Pandemie zu begegnen.",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
6,"Die Eurofins Umwelt hilft mit ihrer Abwasseranalytik auf SARS-CoV-2 und der Mutationen dabei das Infektionsgeschehen besser einschätzen zu können, um frühzeitig Maßnahmen zu ergreifen.",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
7,Die Vermarktung von weiteren Hygienedienstleistungen sichert eine langfristige Entwicklung dieses Geschäftszweigs.,Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
8,"In diesem Rahmen suchen wir zum nächstmöglichen Termin erfahrene Sales Executives (m/w/d) Safer@Work für die Standorte Tübingen, Jena, Freiberg, Berlin, Peine, Hamburg, Osnabrück, Wesseling, Frankfurt oder Mannheim.",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,other
9,"Stellenbeschreibung
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,other
10,"Ihre Aufgaben:
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,tasks
11,"Sie entwickeln aktiv einen bestehenden Kundenstamm von Unternehmen mit Abwasserverantwortung, insbesondere Kläranlagen, weiter und widmen sich eigenverantwortlich der kontinuierlichen Akquisition von Neukunden.",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,tasks
12,"Die Beobachtung des Marktes, sowie die aktive Teilnahme an Messen und Kongressen zählen zu Ihren Aufgaben.",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,tasks
13,Die selbstständige und souveräne Durchführung von Preis- und Vertragsverhandlungen sowie die Erstellung und Verfolgung von Angeboten ist für Sie selbstverständlich.,Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,tasks
14,Sie stehen unseren Kunden als kompetenter Ansprechpartner zur Verfügung.,Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,tasks
15,"Qualifikationen
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,skillset
16,"Ihre Qualifikationen:
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,skillset
17,"Erfolgreich abgeschlossener Bachelorabschluss im Bereich Wirtschaftswissenschaften, Ingenieurswesen und/oder Chemie- bzw.",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,skillset
18,"Biowissenschaften von Vorteil
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,skillset
19,"Mehrjährige einschlägige Vertriebserfahrung in der Dienstleistungsbranche, vorzugsweise im Vertrieb von analytischen Produkten
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,skillset
20,"Erfahrung im Entwickeln und in der Durchführung von Vertriebsstrategien
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,skillset
21,"Gute Kenntnisse in gängigen MS-Office Anwendungen und CRM
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,skillset
22,"Eigenmotivation und Ehrgeiz sowie unternehmerisches Denkvermögen
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,skillset
23,"Gute Fähigkeit Geschäftsbeziehungen aufzubauen
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,skillset
24,"Fließende Sprachkenntnisse in Deutsch und Englisch
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,skillset
25,"Reisebereitschaft
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,skillset
26,"Zusätzliche Informationen
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,other
27,"Wir bieten:
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
28,"Mitwirken im Kampf gegen COVID-19
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
29,"Attraktive Vergütung sowie Bonusprogramm
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
30,"Flexible Arbeitszeiten und 30 Urlaubstage im Jahr
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
31,"Unbefristeter Arbeitsvertrag
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
32,"Regelmäßige Mitarbeiterevents und zusätzliche Benefits wie betriebliche Altersvorsorge, Jobrad und corporate benefits
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
33,"Flache Hierarchien und angenehme Arbeitsatmosphäre
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
34,"Eine abwechslungsreiche und attraktive Tätigkeit in einem erfolgreichen, internationalen, börsennotierten Unternehmen
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
35,"Wenn wir Ihr Interesse geweckt haben, dann bewerben Sie sich gerne unter Angabe Ihrer Gehaltsvorstellung und des frühestmöglichen Eintrittstermins mit unserem Online-Formular über die Schaltfläche ""Jetzt bewerben!",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,company
36,"Videos
",Sales Executive Safer@Work neu,Eurofins Central Laboratory 3 0,2021-04-29,other
