,sentence,jobTitle,company,estimatedDatePosted,label
0,"Ihre Aufgaben
",Praktikant im Bereich Social Media and Digitale Kommunikation neu,EDEKA ZENTRALE Stiftung and Co KG 3 3,2021-05-10,tasks
1,"Im Rahmen des 6 monatigen Praktikums haben Sie die Möglichkeit zur Mitarbeit bei der Betreuung der EDEKA Social-Media-Kanäle auf Facebook, YouTube und Instagram sowie beid der Identifizierung, Bewertung und Integration neuer Themen, Entwicklungen und Plattformen sowie kontinuierliche Weiterentwicklung der bestehenden Profile.",Praktikant im Bereich Social Media and Digitale Kommunikation neu,EDEKA ZENTRALE Stiftung and Co KG 3 3,2021-05-10,tasks
2,Sie Unterstützen eigenständig und federführend bei Social Media Projekten.,Praktikant im Bereich Social Media and Digitale Kommunikation neu,EDEKA ZENTRALE Stiftung and Co KG 3 3,2021-05-10,tasks
3,"Ihre Aufgaben
",Praktikant im Bereich Social Media and Digitale Kommunikation neu,EDEKA ZENTRALE Stiftung and Co KG 3 3,2021-05-10,tasks
4,"Im Rahmen des 6 monatigen Praktikums haben Sie die Möglichkeit zur Mitarbeit bei der Betreuung der EDEKA Social-Media-Kanäle auf Facebook, YouTube und Instagram sowie beid der Identifizierung, Bewertung und Integration neuer Themen, Entwicklungen und Plattformen sowie kontinuierliche Weiterentwicklung der bestehenden Profile.",Praktikant im Bereich Social Media and Digitale Kommunikation neu,EDEKA ZENTRALE Stiftung and Co KG 3 3,2021-05-10,tasks
5,Sie Unterstützen eigenständig und federführend bei Social Media Projekten.,Praktikant im Bereich Social Media and Digitale Kommunikation neu,EDEKA ZENTRALE Stiftung and Co KG 3 3,2021-05-10,tasks
6,"Weitere mögliche Tätigkeitsfelder sind unter anderem :
",Praktikant im Bereich Social Media and Digitale Kommunikation neu,EDEKA ZENTRALE Stiftung and Co KG 3 3,2021-05-10,other
7,"Social Media Monitoring, Erstellung von Präsentationen, Reportings und Analysen
",Praktikant im Bereich Social Media and Digitale Kommunikation neu,EDEKA ZENTRALE Stiftung and Co KG 3 3,2021-05-10,tasks
8,"Unterstützung bei der Pflege und inhaltlichen Weiterentwicklung unserer Unternehmens-Webseite
",Praktikant im Bereich Social Media and Digitale Kommunikation neu,EDEKA ZENTRALE Stiftung and Co KG 3 3,2021-05-10,tasks
9,"Unser Hinweis: Wir bietet Ihnen ein sicheres Arbeitsumfeld unter Einhaltung aller aktuellen COVID-19 Hygiene- und Abstandsregelungen
",Praktikant im Bereich Social Media and Digitale Kommunikation neu,EDEKA ZENTRALE Stiftung and Co KG 3 3,2021-05-10,company
