,sentence,jobTitle,company,estimatedDatePosted,label
0,"io-consultants bietet Beratungs- und Planungsleistungen für Produktion, Logistik, Architektur und IT aus einer Hand.",Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,company
1,Seit der Gründung 1958 begleitet io-consultants ihre Kunden als Generalplaner von der ersten strategischen Überlegung bis hin zur Realisierung komplexer Industrieprojekte in der Supply und Value Chain.,Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,company
2,Erfahrene Spezialisten arbeiten in interdisziplinären Teams zusammen.,Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,company
3,Gemeinsam schaffen sie unternehmensspezifische Strukturen und Prozesse für die Anforderungen ihrer Kunden.,Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,company
4,"Das Ergebnis sind zuverlässige, produktive und effiziente Lösungen, die messbaren Erfolg erbringen.",Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,company
5,"Mit mehr als 300 Mitarbeitern ist io-consultants weltweit als eines der führenden technischen Beratungs- und Planungsunternehmen an neun Standorten vertreten: Neben dem Hauptsitz in Heidelberg hat das Unternehmen Niederlassungen in Berlin, Dortmund, Leonberg, München, Bethlehem (PA, USA), Dubai, Hong Kong und Singapur.",Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,company
6,"Recruiter Active Sourcing (w/m/d)
",Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,other
7,"für unseren Standort in Heidelberg
",Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,other
8,"Referenznummer #01911
",Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,other
9,Die Zukunft ist spannend – seien Sie mit uns dabei!,Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,other
10,io-consultants wächst kontinuierlich weiter.,Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,company
11,"Daher suchen wir Sie, um unsere Recruiting-Aktivitäten im Bereich Active Sourcing und Talent Relationship auszubauen.",Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,other
12,Werden Sie Teil unseres Teams und entwickeln Sie diesen Bereich gemeinsam mit uns weiter.,Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,other
13,"Ihre Aufgaben
",Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,tasks
14,"Aufnahme aktueller Bedarfe in Zusammenarbeit mit unseren Fachbereichen sowie anschließende Erarbeitung von geeigneten Suchstrategien
",Recruiter Active Sourcing w m d,io consultants GmbH and Co KG,2021-05-04,tasks
