,sentence,jobTitle,company,estimatedDatePosted,label
0,Die Müller Hydraulik GmbH ist ein familiengeführtes Unternehmen und ein führender Hersteller von Peripheriegeräten für Werkzeugmaschinen sowie für Erstausrüstungslösungen im Bereich Nutzfahrzeuge Brandschutz mit zwei Standorten in Deutschland und einem Montagewerk in China.,Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,company
1,Wir haben uns über die letzten zehn Jahre permanent weiterentwickelt und sind organisch gewachsen.,Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,company
2,"Zur Verstärkung und zur Sicherung unserer strategischen Zukunftsergebnisse, suchen wir für unseren Hauptsitz in Zimmern o.",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,other
3,"den
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,other
4,"Leiter des Kompetenzfeldes Produktmanagement (m/w/d)
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,other
5,In dieser Funktion berichten Sie direkt an den Leiter der Entwicklung.,Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,tasks
6,"Zu Ihren Aufgaben zählen:
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,tasks
7,"Strategische Planung und das Managen des Produktangebotes über den gesamten Produktlebenszyklus hinweg
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,tasks
8,"Erstellung technischer Doku für unsere Verkaufsprodukte
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,tasks
9,"Aufbau technischer Schulungsunterlagen sowie Durchführung von Schulungen der eigenen Mitarbeiter
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,tasks
10,"Erstellung der monatlichen PM-Info
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,tasks
11,"Einpreisung unserer Produkte
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,tasks
12,"Aufbereitung von SWOT- und Benchmarking-Analysen
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,tasks
13,"Sie bringen mit:
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,skillset
14,Abgeschlossene Ausbildung als Ingenieur (B.,Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,skillset
15,"Eng, BSc, MSc) Maschinenbau oder Techniker Metalltechnik/Maschinenbau
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,skillset
16,"Fundiertes technisches Wissen im Bereich der Mechanik und gute elektrotechnische Grundkenntnisse
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,skillset
17,"Selbständiges, ergebnisorientiertes Arbeiten
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,skillset
18,"Berufserfahrung im konstruktiven, technischen Bereich
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,skillset
19,"Hohe soziale Kompetenz und gutes Kommunikationsvermögen
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,skillset
20,"SWX-Kenntnisse
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,skillset
21,"Reisebereitschaft (20 % Deutschland, Europa und weltweit)
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,skillset
22,"Englisch in Wort und Schrift
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,skillset
23,"Was Sie erwartet:
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,company
24,"Sauberer und moderner Arbeitsplatz
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,company
25,"Entsprechende Einarbeitungszeit und Weiterbildungsmöglichkeiten
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,company
26,"Attraktives, leistungsbezogenes Vergütungsangebot
",Leiter des Kompetenzfeldes Produktmanagement m w d,Müller Hydraulik GmbH,2021-05-04,company
